upc,Department,Retail,GM %,Deal,Deal Unit Cost,Unit Cost
85000004265,Spirits,4.71,471,112,,
85000011126,Spirits,9.09,909,108,,
8541800,Spirits,10.59,1059,126,,
8541509,Spirits,15.96,1596,106,,0.21
8542906,Spirits,10.59,1059,126,,
85000025741,Spirits,5.38,538,128,,
85000022757,Spirits,5.38,538,128,,
85000022764,Spirits,9.84,984,117,,
85000024072,Spirits,1.01,101,120,,
85000024133,Spirits,22.68,2268,135,,
85000025727,Spirits,1.01,101,120,,
85000025758,Spirits,9.84,984,117,,
85000003794,Spirits,4.05,405,96,,
85000003824,Spirits,12.84,1284,153,,
85000003831,Spirits,5.38,538,128,,
85000003862,Spirits,1.01,101,120,,
85000003930,Spirits,21.56,2156,128.25,,
85000016084,Spirits,10.59,1059,126,,
8510800,Spirits,2.02,202,96,,
8538107,Spirits,10.59,1059,126,,
85000009116,Spirits,1.01,101,120,,
85000009154,Spirits,12.84,1284,153,,
85000009208,Spirits,6.05,605,144,,
85000009253,Spirits,4.38,438,104,,
85000018828,Spirits,22.68,2268,135,,
88004021344,Spirits,32.38,3238,193.5,,
685364415617,Spirits,22.25,2225,132,,
723651048787,Spirits,15.79,1579,188,,
723651048886,Spirits,6.25,625,36,,
685364415600,Spirits,17.58,1758,104,,
723651048770,Spirits,13.12,1312,156,,
88004048112,Spirits,15.53,1552,92,,0.05
81128010508,Spirits,16.33,1633,97,,
88004048099,Spirits,10.18,1018,121,,0.04
81128010560,Spirits,10.66,1066,126.95,,
80686938125,Spirits,13.8,1380,82,,
80686938484,Spirits,13.8,1380,82,,
80686938248,Spirits,13.8,1380,82,,
80686938422,Spirits,13.8,1380,82,,
80686938439,Spirits,16.8,1680,100,,
80686938019,Spirits,13.8,1380,82,,
80686938989,Spirits,13.8,1380,82,,
80686938910,Spirits,13.8,1380,82,,
80686938057,Spirits,13.8,1380,82,,
88004005528,Spirits,60.13,6013,360,,
88004005498,Spirits,52.63,5263,315,,0.0
736211630582,Spirits,35.0,3500,210,,
7500464107381,Spirits,62.67,6267,370,,
7500464107398,Spirits,62.67,6267,370,,
711629000011,Spirits,28.67,2867,171,,
711629000004,Spirits,40.67,4067,243,,
711629000554,Spirits,105.18,10518,630,,
711629000899,Spirits,16.33,1633,195,,
711629001179,Spirits,450.18,45018,2700,,
744607063203,Spirits,0.18,18,,,
744607068406,Spirits,0.18,18,,,
744607068208,Spirits,0.09,9,,,
744607049801,Spirits,0.18,18,,,
744607069205,Spirits,0.09,9,,,
744607069304,Spirits,0.09,9,,,
88352124797,Spirits,25.04,2504,148.75,,
88352124810,Spirits,19.79,1979,117.25,,
88352124803,Spirits,21.29,2129,126.25,,
40232526633,Spirits,56.28,5628,376.25,,0.01
40232526619,Spirits,32.82,3282,234.5,,0.02
40232526640,Spirits,37.94,3794,266.25,,0.02
40232337451,Spirits,91.21,9121,545.75,,
40232526657,Spirits,37.94,3794,266.25,,0.02
40232526626,Spirits,37.94,3794,266.25,,0.02
863655000074,Spirits,37.92,3792,225,,
198168590218,Spirits,45.42,4542,270,,
7501398100592,Spirits,42.13,4213,252,,
7501398100325,Spirits,34.63,3463,207,,
7501398100332,Spirits,40.63,4063,243,,
7501398100349,Spirits,57.8,5780,346,,
80686761402,Spirits,56.38,5638,337.46,,
80686760405,Spirits,34.63,3463,207,,
80686761044,Spirits,127.63,12763,764.96,,
80686762409,Spirits,48.13,4813,287.98,,
96749472215,Spirits,59.38,5938,355.5,,
96749010189,Spirits,137.0,13700,410,,
96749006427,Spirits,105.26,10526,314.98,,
96749000067,Spirits,18.63,1863,222.75,,
96749000074,Spirits,35.01,3501,209.25,,
96749002733,Spirits,18.63,1863,222.75,,
96749003976,Spirits,35.01,3501,209.25,,
96749002870,Spirits,41.38,4138,247.45,,
80244007737,Spirits,60.1,6010,720,,
400000024325,Spirits,65.83,6583,392,,0.0
820524004861,Spirits,3.05,305,60,,
820524004885,Spirits,3.8,380,75,,
628451773108,Spirits,26.35,2635,162,,0.05
628451773900,Spirits,15.87,1587,189.35,,
628451773894,Spirits,26.35,2635,162,,0.05
628451773177,Spirits,15.87,1587,189.35,,
628451773801,Spirits,26.35,2635,162,,0.05
628425330047,Spirits,21.18,2118,126,,
766236047164,Spirits,12.33,1233,72.5,,
721059001298,Spirits,30.33,3033,181,,
664804000378,Spirits,11.08,1108,132,,
721059707503,Spirits,19.7,1970,255,,0.04
664804000385,Spirits,11.42,1142,136,,
721059707510,Spirits,20.81,2081,270,,0.04
721059701006,Spirits,24.88,2488,148.45,,
664804001351,Spirits,43.63,4363,260.96,,
664804001368,Spirits,49.68,4968,297.25,,
96749001071,Spirits,9.59,959,114.29,,
96749001088,Spirits,0.68,68,80.4,,
96749141227,Spirits,18.39,1839,219.93,,
96749003006,Spirits,28.35,2835,169.3,,
96749021147,Spirits,17.53,1753,104.36,,
96749021246,Spirits,11.31,1131,134.96,,
96749021345,Spirits,9.59,959,114.29,,
96749021840,Spirits,0.91,91,107.9,,
96749021642,Spirits,6.48,648,154.81,,
96749021772,Spirits,9.59,959,114.29,,
96749021178,Spirits,22.0,2200,131.22,,
96749021277,Spirits,16.31,1631,194.92,,
96749006700,Spirits,17.53,1753,104.36,,
96749006694,Spirits,6.48,648,154.81,,
96749006717,Spirits,9.59,959,114.29,,
96749021857,Spirits,9.59,959,114.29,,
96749021864,Spirits,0.68,68,80.4,,
96749021284,Spirits,9.59,959,114.29,,
96749021802,Spirits,9.59,959,114.29,,
96749021796,Spirits,0.68,68,80.4,,
96749001545,Spirits,9.59,959,114.29,,
96749000913,Spirits,0.68,68,80.4,,
96749750016,Spirits,26.38,2638,157.46,,
818490014359,Spirits,3.28,328,28,,0.07
88352123073,Spirits,27.58,2758,164,,
88352123080,Spirits,15.38,1538,183,,
88352123097,Spirits,11.58,1158,138,,
88352126524,Spirits,15.92,1592,189.5,,
88352126616,Spirits,15.92,1592,189.5,,
88352110912,Spirits,11.92,1192,142,,
88352135427,Spirits,20.5,2050,120,,
88352139760,Spirits,14.5,1450,85.5,,
812066020201,Spirits,16.59,1659,197.9,,0.03
812066020232,Spirits,26.44,2644,157.5,,0.03
87236400040,Spirits,19.59,1959,233.9,,0.02
851702005189,Spirits,22.25,2225,132,,
851702005011,Spirits,22.25,2225,132,,
851702005172,Spirits,19.75,1975,117,,
851702005219,Spirits,31.25,3125,186,,
851702005059,Spirits,26.25,2625,156,,
851702005356,Spirits,46.25,4625,276,,
851702005028,Spirits,33.92,3392,202,,
851702005240,Spirits,26.25,2625,156,,
851702005004,Spirits,28.58,2858,170,,
689768363314,Spirits,15.75,1575,188,,
39383008570,Spirits,21.0,2100,125,,
791863140674,Spirits,9.78,978,8.78,,
791863140605,Spirits,14.26,1426,170.16,,
791863140506,Spirits,9.78,978,8.78,,
791863140711,Spirits,8.41,841,99.96,,
400000002835,Spirits,8.41,841,99.96,,
791863140667,Spirits,9.78,978,8.78,,
791863140551,Spirits,8.41,841,99.96,,
791863140544,Spirits,8.41,841,99.96,,
791863140537,Spirits,8.41,841,99.96,,
791863140742,Spirits,8.41,841,99.96,,
791863140513,Spirits,9.78,978,8.78,,
791863140520,Spirits,8.41,841,99.96,,
791863140704,Spirits,8.41,841,99.96,,
791863140650,Spirits,8.41,841,99.96,,
84105307509,Spirits,28.97,2898,172.85,,
898563002629,Spirits,24.83,2483,148,,
810046140000,Spirits,30.13,3013,179.96,,
810046140178,Spirits,30.13,3013,179.96,,
810046140192,Spirits,30.13,3013,179.96,,
810046140017,Spirits,30.13,3013,179.96,,
810046140130,Spirits,30.13,3013,179.96,,
667368295310,Spirits,26.51,2651,157.9,,
96749121380,Spirits,12.81,1281,152.95,,
632565000678,Spirits,1.59,159,18,,
850044156207,Spirits,10.57,1058,83.5,,
899682002873,Spirits,11.22,1122,142.5,,0.1
899682002316,Spirits,6.04,604,75.6,,0.1
899682002255,Spirits,2.54,254,33.6,,0.2
899682002811,Spirits,6.03,603,75.5,,0.1
850044156085,Spirits,6.36,636,53.25,,0.17
850441560850,Spirits,6.36,636,53.25,,0.17
89968202736,Spirits,2.89,289,33.6,,
899682002286,Spirits,3.59,359,46.2,,0.2
899682002835,Spirits,5.33,533,67.08,,0.1
899682002859,Spirits,6.03,603,75.5,,0.1
850044156030,Spirits,9.88,988,78,,
899682002828,Spirits,5.34,534,67.2,,0.14
899682002620,Spirits,18.48,1848,114,,0.07
899682002842,Spirits,3.58,358,50.28,,0.21
70491552005,Spirits,14.84,1484,176.95,,
70491117013,Spirits,4.42,442,51.95,,
70491021754,Spirits,4.42,442,51.95,,
70491728974,Spirits,4.09,409,47.95,,
70491563001,Spirits,5.42,542,63.95,,
70491558007,Spirits,4.09,409,47.95,,
70491800953,Spirits,4.09,409,47.95,,
70491051805,Spirits,4.84,484,56.95,,
70491030534,Spirits,4.84,484,56.95,,
70491561007,Spirits,5.42,542,63.95,,
70491807952,Spirits,4.42,442,51.95,,
70491548008,Spirits,5.25,525,61.95,,
70491559004,Spirits,5.42,542,63.95,,
70491114968,Spirits,4.84,484,56.95,,
70491557000,Spirits,5.42,542,63.95,,
70491112308,Spirits,4.09,409,47.95,,
70491114964,Spirits,4.42,442,51.95,,
70491112209,Spirits,4.42,442,51.95,,
70491802957,Spirits,4.09,409,47.95,,
70491030343,Spirits,4.25,425,49.95,,
70491544000,Spirits,4.09,409,47.95,,
70491021655,Spirits,4.42,442,51.95,,
70491121133,Spirits,4.42,442,51.95,,
70491116016,Spirits,4.42,442,51.95,,
70491804951,Spirits,4.09,409,47.95,,
70491545007,Spirits,5.25,525,61.95,,
70491547001,Spirits,5.25,525,61.95,,
70491113961,Spirits,4.42,442,51.95,,
70491803954,Spirits,4.42,442,51.95,,
70491806955,Spirits,4.42,442,51.95,,
70491030244,Spirits,4.25,425,49.95,,
70491801950,Spirits,4.09,409,47.95,,
70491808959,Spirits,4.42,442,51.95,,
70491562004,Spirits,4.42,442,51.95,,
70491550001,Spirits,4.42,442,51.95,,
70491555106,Spirits,4.09,409,47.95,,
88004009373,Spirits,1.24,124,61.25,,0.33
88004144708,Spirits,0.61,61,78.95,,0.13
88004144722,Spirits,5.19,519,136,,0.07
88004029210,Spirits,1.23,123,57.78,,
88004069155,Spirits,0.61,61,78.95,,0.13
88004069148,Spirits,9.1,910,108,,
88004074562,Spirits,12.85,1285,153,,
88004069131,Spirits,9.1,910,108,,
88004069162,Spirits,0.69,69,81.2,,
88004074579,Spirits,2.02,202,96,,
88004009281,Spirits,20.93,2092,124.75,,
88004144678,Spirits,13.65,1365,163,,
88004026172,Spirits,20.93,2092,124.75,,
88004144692,Spirits,10.73,1073,127.95,,
88004144739,Spirits,3.77,377,180,,
88004029234,Spirits,8.0,800,79.2,,
88004029296,Spirits,13.73,1373,81.2,,
88004020491,Spirits,0.69,69,81.2,,
88004146689,Spirits,9.1,910,108,,
88004029227,Spirits,4.12,412,81.2,,
85592161568,Spirits,10.54,1054,167.84,,
85592157059,Spirits,22.59,2259,202.5,,
24409475764,Spirits,12.0,1200,11,,
850013524006,Spirits,34.97,3497,209,,
82928210235,Spirits,7.79,779,92.67,,
82928210211,Spirits,13.63,1363,81,,
8292821025,Spirits,6.44,644,76.5,,
82928200212,Spirits,13.63,1363,81,,
82928200236,Spirits,7.63,763,90.72,,
82928200274,Spirits,2.15,215,102.46,,
82928214332,Spirits,6.07,607,72,,
82928214318,Spirits,9.13,913,54,,
82928214356,Spirits,4.57,457,54,,
35127286235,Spirits,28.29,2829,168,,
26964823967,Spirits,25.52,2552,152.1,,
26964904291,Spirits,13.42,1342,160,,
26964852745,Spirits,18.92,1892,226,,
810879027172,Spirits,5.92,592,70,,
810879027165,Spirits,11.0,1100,65,,
863411000300,Spirits,12.17,1217,108,,0.02
863411000379,Spirits,12.17,1217,108,,0.02
863411000317,Spirits,12.17,1217,108,,0.02
86891090672,Spirits,43.13,4313,258,,
39383011587,Spirits,10.34,1034,123,,
39383011563,Spirits,10.34,1034,123,,
850826008168,Spirits,45.18,4518,270,,
793573124258,Spirits,18.09,1809,216,,
860012559633,Spirits,187.68,18768,1125,,
40063400409,Spirits,16.59,1659,198,,
40063400430,Spirits,27.73,2773,165.28,,
40063400294,Spirits,75.18,7518,450,,
40063400027,Spirits,46.33,4633,277,,
860007585364,Spirits,37.68,3768,225,,
860007585340,Spirits,37.68,3768,225,,
860007585357,Spirits,37.68,3768,225,,
40063400317,Spirits,29.5,2950,176,,
860012559640,Spirits,12.59,1259,150,,
40232498282,Spirits,2.12,212,126,,
860007585326,Spirits,165.18,16518,990,,
40232288333,Spirits,39.93,3993,238.5,,
860012559657,Spirits,20.34,2034,243,,
721059987509,Spirits,23.75,2375,284,,
73705020925,Spirits,3.75,375,2.75,,
73705020161,Spirits,4.25,425,3.25,,
73705080158,Spirits,4.0,400,3,,
73705021250,Spirits,5.8,580,4.8,,
73705080103,Spirits,3.93,393,2.93,,
73705080646,Spirits,0.04,4,0.55,,
73705080509,Spirits,3.3,330,2.3,,
73705079350,Spirits,2.0,200,1,,
73705079305,Spirits,2.0,200,1,,
73705051004,Spirits,6.39,639,5.39,,
73705080899,Spirits,3.61,361,2.61,,
73705080080,Spirits,2.2,220,1.2,,
73705080035,Spirits,3.61,361,2.61,,
73705079251,Spirits,2.0,200,1,,
73705080554,Spirits,4.11,411,3.11,,
73705020307,Spirits,7.75,775,6.75,,
73705320407,Spirits,4.85,485,3.85,,
859418007176,Spirits,31.29,3129,186,,
88004026141,Spirits,7.44,744,48,,0.21
96749003693,Spirits,8.31,831,98.9,,
860009016200,Spirits,7.0,700,27,,
860006835149,Spirits,7.0,700,27,,
4997738171484,Spirits,28.17,2817,168,,
7503018079004,Spirits,35.0,3500,210,,
80432311677,Spirits,23.41,2341,280.92,,
80915112111,Spirits,15.1,1510,180,,
80915112128,Spirits,13.97,1397,166.5,,
80915119653,Spirits,14.34,1434,170.9,,
8569107,Spirits,5.42,542,64,,
8569000,Spirits,5.42,542,64,,
858311003018,Spirits,26.17,2617,154,,
858311003001,Spirits,26.17,2617,154,,
858311003025,Spirits,26.17,2617,154,,
80686253204,Spirits,22.69,2269,135,,
12086472220,Spirits,13.29,1329,158,,
82184038710,Spirits,13.92,1392,165.95,,
82184038727,Spirits,21.09,2109,251.99,,
82184038734,Spirits,22.68,2268,135,,
82184038741,Spirits,37.68,3768,225,,
88076201323,Spirits,33.09,3309,396,,
82000805366,Spirits,33.84,3384,405,,
82000797036,Spirits,37.59,3759,450,,
88076006232,Spirits,20.08,2008,240,,
88076006430,Spirits,18.09,1809,216,,
82000759454,Spirits,20.08,2008,240,,
88004018580,Spirits,45.19,4519,270,,
88004027841,Spirits,120.27,12027,360,,
83664873395,Spirits,27.19,2719,162,,0.01
83664872558,Spirits,17.35,1735,207,,0.0
852322814014,Spirits,29.69,2969,177,,0.02
852322814199,Spirits,31.6,3160,378,,0.01
852322814137,Spirits,23.69,2369,141,,0.02
852322814144,Spirits,29.69,2969,177,,0.02
80686122128,Spirits,15.33,1533,91,,
80686122203,Spirits,9.67,967,115,,
80686122432,Spirits,7.85,785,93.25,,
80686125105,Spirits,12.67,1267,75,,
80686125204,Spirits,8.02,802,95.2,,
850057569186,Spirits,12.86,1286,37.79,,
850057569032,Spirits,7.63,763,44.96,,
850057569070,Spirits,7.63,763,44.96,,
850057569001,Spirits,7.63,763,44.96,,
850057569100,Spirits,7.63,763,44.96,,
81128002114,Spirits,50.43,5043,301.5,,
5060716145391,Spirits,0.18,18,,,
88004033149,Spirits,51.94,5194,310.5,,
88004033644,Spirits,94.61,9461,566.5,,
88004033248,Spirits,67.69,6769,405,,
88004033545,Spirits,116.69,11669,699,,
88004033446,Spirits,147.67,14767,885,,
83664107360,Spirits,35.75,3575,428,,
83664107476,Spirits,17.16,1716,410.8,,
83664873463,Spirits,42.17,4217,252,,
83664990405,Spirits,54.85,5485,657,,0.0
83664990412,Spirits,103.5,10350,620,,
83664872565,Spirits,160.33,16033,480,,
5010493002806,Spirits,41.83,4183,250,,
5010852026672,Spirits,94.33,9433,565,,
88320004243,Spirits,133.5,13350,800,,
88076171459,Spirits,56.34,5634,675,,
80432100783,Spirits,76.0,7600,455,,
80432117798,Spirits,10.12,1012,120.6,,
80432000038,Spirits,10.12,1012,120.6,,
80432400708,Spirits,43.04,4304,515.69,,
80432402535,Spirits,3.42,342,409.2,,
80432400623,Spirits,21.21,2121,253.7,,
80432400630,Spirits,34.28,3428,410.54,,
80432114926,Spirits,41.98,4198,251.08,,
80432400661,Spirits,147.82,14782,886.13,,
80432115763,Spirits,30.4,3040,181.58,,
80432109755,Spirits,29.54,2954,353.69,,
80432400722,Spirits,74.83,7483,448,,
80432000878,Spirits,75.88,7588,454.5,,
81753810887,Spirits,63.67,6367,381,,
81753839956,Spirits,31.83,3183,190,,
81753810849,Spirits,82.17,8217,492,,
81753826499,Spirits,27.18,2718,162,,
81753831493,Spirits,81.18,8118,486,,
81753810870,Spirits,44.33,4433,265,,
81753814052,Spirits,236.53,23652,945,,
81753810863,Spirits,52.17,5217,312,,
81753834395,Spirits,24.18,2418,144,,
812066022618,Spirits,41.4,4140,247.25,,
812066022625,Spirits,63.94,6394,382.5,,
87229176020,Spirits,41.44,4144,247.5,,
812066022632,Spirits,75.19,7519,450,,
810220003770,Spirits,0.51,51,70,,
80432001677,Spirits,151.63,15163,908.96,,0.0
80432117842,Spirits,151.63,15163,908.96,,0.0
88004035761,Spirits,0.69,69,81.2,,
88004036737,Spirits,18.6,1860,222,,
86767500069,Spirits,17.25,1725,206,,
88004036744,Spirits,16.6,1660,198,,
8860032,Spirits,16.42,1642,97.5,,
8860139,Spirits,12.08,1208,143.95,,
8735706,Spirits,9.09,909,108,,
8861031,Spirits,12.66,1266,74.95,,
8861138,Spirits,9.08,908,108,,
721094199059,Spirits,13.67,1367,163,,
721094300011,Spirits,9.95,995,63,,0.07
721094199615,Spirits,2.49,249,63,,0.07
721094199752,Spirits,5.83,583,24,,0.42
721094199356,Spirits,48.71,4871,290.75,,
721094199707,Spirits,5.83,583,24,,0.42
721094199844,Spirits,11.66,1166,24,,0.42
721094199455,Spirits,14.73,1473,175.25,,
721094200434,Spirits,5.83,583,24,,0.42
721094199858,Spirits,10.34,1034,19.57,,
721094200588,Spirits,5.17,517,19.57,,
721094200564,Spirits,5.17,517,19.57,,
721094199714,Spirits,1.94,194,24,,0.42
721094400018,Spirits,4.47,447,16.77,,
721094200410,Spirits,5.83,583,24,,0.42
721094200458,Spirits,5.17,517,19.57,,
752245113426,Spirits,28.04,2804,166.75,,
811538014038,Spirits,30.27,3027,180.5,,
811538014137,Spirits,21.93,2192,262,,
721059247511,Spirits,22.68,2268,271,,
818844022344,Spirits,13.77,1377,164.16,,
818844022849,Spirits,42.18,4218,252,,
818844028162,Spirits,18.84,1884,225,,
86024018825,Spirits,17.6,1760,210,,
86024018832,Spirits,15.85,1585,189,,
649188900476,Spirits,25.0,2500,299.17,,
88110931049,Spirits,13.46,1346,160.72,,
649188900483,Spirits,32.38,3238,193.46,,
649188900490,Spirits,60.13,6013,359.96,,
649188900407,Spirits,150.13,15013,899.96,,
88110931018,Spirits,55.17,5517,330,,
649188900377,Spirits,8.92,892,106,,
96749906864,Spirits,11.69,1169,69.33,,
82352300229,Spirits,15.67,1567,187.25,,
83664100507,Spirits,21.19,2119,126,,0.01
83664101047,Spirits,13.6,1360,162,,0.01
860199002601,Spirits,12.84,1284,153,,
860199002618,Spirits,10.85,1085,96,,0.88
860199002663,Spirits,22.68,2268,135,,
860199002656,Spirits,22.68,2268,135,,
860199002649,Spirits,22.68,2268,135,,
861602000412,Spirits,23.27,2327,138.5,,
86160200041,Spirits,18.93,1893,112.5,,
810735017460,Spirits,5.17,517,30,,
857552008783,Spirits,36.19,3619,216,,
857552008615,Spirits,24.94,2494,148.5,,
810735017873,Spirits,24.94,2494,148.5,,
80432105993,Spirits,46.0,4600,275,,
855675002503,Spirits,10.04,1004,60.23,,
855675002534,Spirits,10.04,1004,60.23,,
855675002404,Spirits,14.37,1437,86.23,,
855675002299,Spirits,14.37,1437,86.23,,
855675002381,Spirits,14.37,1437,86.23,,
855675002558,Spirits,10.54,1054,63.23,,
80480990107,Spirits,18.54,1754,110.41,,
80480988470,Spirits,24.38,2438,145.46,,
80480986049,Spirits,2.21,221,211.2,,
80480985714,Spirits,18.54,1754,110.41,,
80480985691,Spirits,2.21,221,211.2,,
80480985738,Spirits,18.54,1754,110.41,,
80480986056,Spirits,2.21,221,211.2,,
80480985752,Spirits,21.13,2013,125.96,,
80480985745,Spirits,18.54,1754,110.41,,
80480281038,Spirits,18.54,1754,110.41,,
80480283339,Spirits,18.54,1754,110.41,,
80480282042,Spirits,18.54,1754,110.41,,
80480280000,Spirits,36.13,3513,215.96,,
80480280017,Spirits,21.13,2013,125.96,,
80480280024,Spirits,18.81,1831,224.92,,
80480280031,Spirits,11.57,1157,138.05,,
80480280048,Spirits,7.77,777,92.4,,
80480280055,Spirits,2.21,221,211.2,,
737212008677,Spirits,61.58,6158,738,,
737212008318,Spirits,17.12,1712,204.4,,
737212008271,Spirits,18.07,1807,215.8,,
737212008288,Spirits,0.08,8,,,
737212008592,Spirits,53.58,5358,642,,
737212008295,Spirits,24.12,2412,288.4,,
737212008301,Spirits,24.97,2497,298.6,,
737212008264,Spirits,35.58,3558,426,,
737212008639,Spirits,13.02,1302,77.1,,
737212008462,Spirits,12.07,1207,143.8,,
737212008622,Spirits,13.02,1302,77.1,,
819588013179,Spirits,15.21,1521,180,,
810879028360,Spirits,6.08,608,72,,
40232290671,Spirits,24.5,2450,144,,
40232247606,Spirits,25.5,2550,150,,
40232390876,Spirits,22.5,2250,132,,
89540125800,Spirits,7.56,756,89.9,,
89540351636,Spirits,6.82,682,81,,
631160816028,Spirits,69.92,6992,418,,
631160816448,Spirits,31.25,3125,186,,
631160817667,Spirits,31.92,3192,190,,
631160817674,Spirits,30.92,3092,184,,
815669000403,Spirits,20.5,2050,245,,
88857001814,Spirits,138.78,13878,1664.5,,
88857001838,Spirits,525.13,52513,3150,,
513072921,Spirits,23.42,2342,275,,
513072938,Spirits,18.0,1800,210,,
513072914,Spirits,20.5,2050,240,,
513073072,Spirits,18.5,1850,216,,
852622002005,Spirits,16.17,1617,96,,
810852035040,Spirits,55.5,5550,330,,
810852035132,Spirits,88.5,8850,528,,
810852035170,Spirits,90.5,9050,540,,
810852035224,Spirits,94.5,9450,564,,
810852035262,Spirits,97.5,9750,582,,
810852035125,Spirits,125.5,12550,750,,
810852035019,Spirits,55.17,5517,328,,
810852035156,Spirits,44.5,4450,264,,
27724427500,Spirits,14.75,1475,234.5,,0.01
811538010627,Spirits,14.75,1475,234.5,,0.01
27724407502,Spirits,14.75,1475,234.5,,0.01
