REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,EO $,EO Cases,EO Period,EO Notes,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail,Club,GM%,Competitor Pricing,Distributor (1)
REMOVE,,Southern Wine & Spirits,CONSTELLATION BRANDS,406433,086003820326,Woodbridge Chardonnay Stacked,Wine,4x187 ml,6,,All,,,,,,,,,,,0,0,,,-0.01,,1,,Southern Wine & Spirits
x,,The Wine Company,TWC,17310,554161028201,Devaux Beaune La Daligniere,Wine,750 ml,12,,All,,,,,,,,,,,0,0,,,-0.01,,1,,The Wine Company
x,,The Wine Company,Evesham Wood,21536,180225000099,Evesham Wood Pinot Noir,Wine,750 ml,12,,All,200,180,,,,,,,,,180,15,,,24.99,,0.3997599039615846,,The Wine Company
Remove,,Winebow (Grape Beginnings),Winebow,30294874,098709084612,Castello di Bossi CC Gran Selezione 2013,Wine,750 ml,0,,All,342,342,,,,,0,,,,342,,,,,,0,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Maritime,30285883,856803002044,Jules Taylor Sauvignon Blanc,Wine,750 ml,12,,All,180,145.75,,,,,0,,,,145.75,12.145833333333334,,,22.99,,0.47169059011164266,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30284164,833302002409,Leese-Fitch Cabernet Sauvignon,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30295482,833302002416,Leese-Fitch Chardonnay,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30279866,833302002423,Leese-Fitch Merlot,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30285954,833302002430,Leese-Fitch Pinot Noir,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30279310,833302004069,Leese-Fitch Red Blend,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30295481,833302002454,Leese-Fitch Sauvignon Blanc,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Don & Sons,30286247,833302002447,Leese-Fitch Zinfandel,Wine,750 ml,12,1 on 10 Deal,All,126,96,,96,10,1,0,,,,87.27272727272728,7.272727272727273,,,15.99,,0.5451702768775939,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Merry Edwards,30291555,1271755416,Merry Edwards RR Sauvignon Bla,Wine,750 ml,12,,All,426,426,,,,,0,,,,426,35.5,,,52.99,,0.3300622759011134,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Biagio Cru,30286541,833302002041,Plungerhead Cabernet Sauvignon,Wine,750 ml,12,,All,135,117,,,,,0,,,,117,9.75,,,16.99,,0.42613301942319004,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Plungerhead Old,30297302,833302002010,Plungerhead Old Vine Zinfandel,Wine,750 ml,12,,All,135,117,,,,,0,,,,117,9.75,,,16.99,,0.42613301942319004,,Winebow (Grape Beginnings)
Remove,,Winebow (Grape Beginnings),Winebow,30286804,853891002154,Tarima Hill Monastrell,Wine,750 ml,0,,All,153.96,144.96,,,,,0,,,,144.96,,,,,,0,,Winebow (Grape Beginnings)
Remove - moved to Spirits,,Johnson Brothers Liquor Co,Gallo,000014225,08569107,Gallo Dry Vermouth,Wine,750 ml,12,,All,56,56,56,,,,,,,,56,4.666666666666667,,,6.99,,0.33237958989031946,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,Gallo,000014209,08569000,Gallo Sweet Vermouth,Wine,750 ml,12,,All,56,56,56,,,,,,,,56,4.666666666666667,,,6.99,,0.33237958989031946,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015212,083120957058,Tribuno Dry Vermouth,Wine,Liter,12,Case 1 on Invoice,All,58.5,58.5,58.5,,,,,,,,58.5,4.875,,,6.99,,0.30257510729613735,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015215,083120957065,Tribuno Dry Vermouth,Wine,375 ml,24,Case 1 on Invoice,All,66,66,66,,,,,,,,66,2.75,,,3.99,,0.31077694235588976,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015216,083120957072,Tribuno Dry Vermouth,Wine,750 ml,12,Case 1 on Invoice,All,58,58,58,,,,,,,,58,4.833333333333333,,,6.99,,0.3085360038149738,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015213,083120957041,Tribuno Extra Dry Vermouth,Wine,1.5L,6,Case 1 on Invoice,All,42.3,42.3,42.3,,,,,,,,42.3,7.05,,,10.99,,0.3585077343039127,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015218,083120957249,Tribuno Sweet Vermouth,Wine,1.5 L,6,Case 1 on Invoice,All,42.3,42.3,42.3,,,,,,,,42.3,7.05,,,10.99,,0.3585077343039127,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015217,083120957256,Tribuno Sweet Vermouth,Wine,Liter,12,Case 1 on Invoice,All,58.5,58.5,58.5,,,,,,,,58.5,4.875,,,6.99,,0.30257510729613735,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015219,083120957263,Tribuno Sweet Vermouth,Wine,375 ml,24,Case 1 on Invoice,All,66,66,66,,,,,,,,66,2.75,,,3.99,,0.31077694235588976,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Johnson Brothers Liquor Co,,000015220,083120957270,Tribuno Sweet Vermouth,Wine,750 ml,12,Case 1 on Invoice,All,58,58,58,,,,,,,,58,4.833333333333333,,,6.99,,0.3085360038149738,,Johnson Brothers Liquor Co
Remove - moved to Spirits,,Libation Project,Libation Project,16506,860000502870,Mommenpop Blood Orange Vermouth,Wine,375 ml,12,Case 1,All,224,212,212,,,,,,,,212,17.666666666666668,,,27.99,,0.3688221984041919,,Libation Project
Remove - moved to Spirits,,New France Wine,,AtxaBlanco,664841021121,Atxa Vermouth Blanco,Wine,750 ml,6,,All,96,88,88,,,,,,,,88,14.666666666666666,,,23.99,,0.3886341531193553,,New France Wine
Remove - moved to Spirits,,New France Wine,,AtxaRojo,664841021114,Atxa Vermouth Rojo,Wine,750 ml,6,,All,96,88,88,,,,,,,,88,14.666666666666666,,,23.99,,0.3886341531193553,,New France Wine
Remove - moved to Spirits,,Southern Wine & Spirits,PRECEPT WINE BRANDS LLC,984693,848375008555,AG PERINO VERMOUTH DRY CLASSICO,Wine,750ML,12,,ALL,104,72,72,,,,,,,,72,6,,,12.99,,0.5381062355658198,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,PRECEPT WINE BRANDS LLC,984695,848375008562,AG PERINO VERMOUTH SWEET CLASSICO,Wine,750ML,12,,ALL,104,72,72,,,,,,,,72,6,,,12.99,,0.5381062355658198,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,CAMPARI AMERICA,58240,086785900025,CINZANO VERMOUTH EXTRA DRY,Wine,750 ml,12,,ALL,86,80,80,,,,,,,,80,6.666666666666667,,,10.99,,0.39338792841977555,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,CAMPARI AMERICA,58244,721059107501,CINZANO VERMOUTH ROSSO(SWEET),Wine,750 ml,12,,ALL,86,80,80,,,,,,,,80,6.666666666666667,,,10.99,,0.39338792841977555,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,442539,011034430053,MARTINI&ROSSI VERMOUTH BIANCO,Wine,750ML,6,,March|June,42,30,30.86,,,,,,,,30,5,,,10.99,,0.5450409463148317,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,442540,011034420054,MARTINI&ROSSI VERMOUTH EXTRA DRY,Wine,750ML,6,,March|June,42,30,30.86,,,,,,,,30,5,,,10.99,,0.5450409463148317,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,028815,011034420078,MARTINI&ROSSI VERMOUTH EXTRA DRY,Wine,375ML,24,,March|June,92,74,74.86,,,,,,,,74,3.0833333333333335,,,5.99,,0.4852531997774068,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,447762,11034420030,MARTINI&ROSSI VERMOUTH EXTRA DRY,Wine,1.5L,6,,March|April|June,76,58.86,60.73,,,,,,,,58.86,9.81,,,18.99,,0.48341232227488146,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,442542,11034420047,MARTINI&ROSSI VERMOUTH EXTRA DRY,Wine,1.0L,6,,March|June,50,38,38.86,,,,,,,,38,6.333333333333333,,,12.99,,0.5124454708750321,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,960662,11034981159,MARTINI&ROSSI VERMOUTH FIERO,Wine,750ML,6,,ALL,78.95,61.67,61.67,,,,,,,,61.67,10.278333333333334,,,19.99,,0.48582624645656153,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,028816,011034410031,MARTINI&ROSSI VERMOUTH ROSSO,Wine,1.5L,6,,March|April|June,76,58.86,60.73,,,,,,,,58.86,9.81,,,18.99,,0.48341232227488146,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,442533,011034410048,MARTINI&ROSSI VERMOUTH ROSSO,Wine,1.0L,6,,March|June,50,38,38.86,,,,,,,,38,6.333333333333333,,,12.99,,0.5124454708750321,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,442536,011034410055,MARTINI&ROSSI VERMOUTH ROSSO,Wine,750ML,6,,March|June,42,30,30.86,,,,,,,,30,5,,,10.99,,0.5450409463148317,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,028819,011034410079,MARTINI&ROSSI VERMOUTH ROSSO,Wine,375ML,24,,March|June,92,74,74.86,,,,,,,,74,3.0833333333333335,,,5.99,,0.4852531997774068,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,958659,080480002169,NOILLY PRAT VERMOUTH EXTRA DRY,Wine,Liter,12,,ALL,57.46,53.96,53.96,,,,,,,,53.96,4.496666666666667,,,6.99,,0.3567000476871721,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,960234,080480002176,NOILLY PRAT VERMOUTH EXTRA DRY,Wine,750ML,12,,March|June,96.91,78,89.91,,,,,,,,78,6.5,,,11.99,,0.4578815679733111,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,960235,080480002183,NOILLY PRAT VERMOUTH EXTRA DRY,Wine,375 ml,12,,ALL,70,63,63,,,,,,,,63,5.25,,,8.99,,0.4160177975528365,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,958391,080480217068,NOILLY PRAT VERMOUTH ROUGE(SWEET),Wine,Liter,12,,ALL,57.46,53.96,53.96,,,,,,,,53.96,4.496666666666667,,,6.99,,0.3567000476871721,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,959618,080480217075,NOILLY PRAT VERMOUTH ROUGE(SWEET),Wine,750ML,12,,March|June,96.91,78,89.91,,,,,,,,78,6.5,,,11.99,,0.4578815679733111,,Southern Wine & Spirits
Remove - moved to Spirits,,Southern Wine & Spirits,BACARDI USA INC,958392,080480217082,NOILLY PRAT VERMOUTH ROUGE(SWEET),Wine,375 ml,12,,ALL,63,63,63,,,,,,,,63,5.25,,,7.99,,0.34292866082603257,,Southern Wine & Spirits
Remove - moved to Spirits,,The Wine Company,Oliver Mccrum,19946,400000010960,Bordiga Bianco Vermouth,Wine,375 ml,6,,All,120,114,,,,,,,,,114,19,,,29.99,,0.36645548516172055,,The Wine Company
Remove - moved to Spirits,,The Wine Company,Oliver Mccrum,19944,400000007182,Bordiga Extra Dry Vermouth,Wine,375 ml,6,,All,120,114,,,,,,,,,114,19,,,29.99,,0.36645548516172055,,The Wine Company
Remove - moved to Spirits,,The Wine Company,Oliver Mccrum,19942,8000679000112,Bordiga Rosso Vermouth,Wine,375 ml,6,,All,120,114,,,,,,,,,114,19,,,29.99,,0.36645548516172055,,The Wine Company
Remove - moved to Spirits,,Winebow (Grape Beginnings),Brovo,30148785,850887004352,Brovo Jammy Vermouth,Wine,750 ml,6,,All,142,132,,,,,0,,,,132,22,,,35.99,,0.3887190886357322,,Winebow (Grape Beginnings)
Remove - moved to Spirits,,Winebow (Grape Beginnings),Brovo,30148788,850887004376,Brovo Pink Vermouth,Wine,750 ml,6,,All,142,132,,,,,0,,,,132,22,,,35.99,,0.3887190886357322,,Winebow (Grape Beginnings)
Remove - moved to Spirits,,Winebow (Grape Beginnings),Brovo,30148775,850887004314,Brovo Witty Vermouth,Wine,750 ml,6,,All,142,132,,,,,0,,,,132,22,,,35.99,,0.3887190886357322,,Winebow (Grape Beginnings)
remove,,New France Wine,,FleurRoc20,3176481010764,Fleur De Roc St Emilion,Wine,750 ml,12,,All,180,168,168,,,,,,,,168,14,,,22.99,,0.3910395824271422,,New France Wine
remove,,New France Wine,,LegrandGrosManseng,3760080093725,Legrand Gros Mensang,Wine,750 ml,12,,All,80,72,72,,,,,,,,72,6,,,9.99,,0.3993993993993994,,New France Wine
remove,,Wine Merchants,Talley,000028472,717208883242,Talley Estate Chardonnay,Wine,750 ml,12,,all,240,240,,,,,,,,,240,20,,,29.99,,0.3331110370123374,,Wine Merchants
remove,,Wine Merchants,Talley,000054304,717208883761,Talley Estate Pinot Noir,Wine,750 ml,12,,all,296,296,,,,,,,,,296,24.666666666666668,,,36.99,,0.3331531044426422,,Wine Merchants
Remove,,Tradition Wine & Spirits,,2182994886,713382533492,Alloy Chardonnay,Wine,375 ml,12,,,96,80,,,,,,,,,80,6.666666666666667,,,11.99,,0.4439810953572421,,
Remove,,Tradition Wine & Spirits,,245184901,713382533515,Alloy Pinot Noir,Wine,375 ml,12,,,96,80,,,,,,,,,80,6.666666666666667,,,11.99,,0.4439810953572421,,
Remove,,Tradition Wine & Spirits,,4080658,742779422071,Lady Slipper Blanc,Wine,375 ml,24,,,,,,,,,,,,,0,0,,,-0.01,,1,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,964459,717888791127,BODEGA NORTON MALBEC RSV,Wine,750ML,12,,ALL,168,148,148,,,,,,,,148,12.333333333333334,,,20.99,,0.4124186120374781,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,984471,055125553108,CAKEBREAD CABERNET SAUVIGNON 18,Wine,750ML,12,,ALL,718,717.99,717.99,,,,,,,,717.99,59.8325,,,89.99,,0.33512056895210574,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,544855,84692479160,CAKEBREAD CABERNET SAUVIGNON 19,Wine,750ML,12,,ALL,718,717.99,717.99,,,,,,,,717.99,59.8325,,,89.99,,0.33512056895210574,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,544721,055125553092,CAKEBREAD CHARDONNAY 20,Wine,750ML,12,,ALL,390,389.99,389.99,,,,,,,,389.99,32.49916666666667,,,48.99,,0.33661631625501803,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,568091,84692478941,CAKEBREAD CHARDONNAY 21,Wine,750ML,12,,ALL,390,389.99,389.99,,,,,,,,389.99,32.49916666666667,,,48.99,,0.33661631625501803,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,555805,084692479306,Cakebread Chardonnay Rsv,Wine,750 ml,6,,ALL,336,330,330,,,,,,,,330,55,,,83.99,,0.34516013811167995,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,545082,84692479047,CAKEBREAD SAUVIGNON BLANC 21,Wine,750ML,12,,ALL,286,285.99,285.99,,,,,,,,285.99,23.8325,,,35.99,,0.3378021672686858,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,482259,84692487141,CAPOSALDO CHIANTI,Wine,750ML,12,,ALL,104,88,88,,,,,,,,88,7.333333333333333,,,12.99,,0.43546317680266877,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,151293,00,CAPOSALDO MOSCATO,Wine,750ML,12,,ALL,132,112,112,,,,,,,,112,9.333333333333334,,,16.99,,0.45065724936236995,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,222941,00,CAPOSALDO PINOT GRIGIO,Wine,750ML,12,,ALL,104,88,88,,,,,,,,88,7.333333333333333,,,12.99,,0.43546317680266877,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,481989,084692511143,CAPOSALDO PROSECCO BRUT,Wine,750ML,12,,ALL,152,120,120,,,,,,,,120,10,,,18.99,,0.47340705634544494,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,528677,690300550291,CRAGGY RANGE SAUV BLANC,Wine,750 ml,12,,ALL,216,200,200,,,,,,,,200,16.666666666666668,,,26.99,,0.3824873409904902,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,905811,084692623112,CROFT RES RUBY PORT,Wine,750 ml,6,,ALL,116,100,100,,,,,,,,100,16.666666666666668,,,28.99,,0.4250891111877658,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,077466,084692303649,FONSECA PORT BIN 27,Wine,750ML,12,,ALL,196,180,180,,,,,,,,180,15,,,24.99,,0.3997599039615846,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,222949,084692303441,FONSECA PORT RUBY,Wine,750ML,12,,ALL,168,152,152,,,,,,,,152,12.666666666666666,,,20.99,,0.39653803398443704,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,481191,84692303540,FONSECA PORT TAWNY,Wine,750ML,12,,ALL,168,152,152,,,,,,,,152,12.666666666666666,,,20.99,,0.39653803398443704,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,079322,084692303847,FONSECA PORT TAWNY 10YR,Wine,750ML,12,,ALL,308,292,292,,,,,,,,292,24.333333333333332,,,38.99,,0.3759083525690349,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,531027,690300551397,INFAMOUS GOOSE SAUV BLANC(SC)21,Wine,750ML,12,,ALL,160,128,128,,,,,,,,128,10.666666666666666,,,19.99,,0.46639986659996663,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,549826,84692400249,JADOT BEAUJOLAIS 20,Wine,750ML,12,,ALL,120,104,104,,,,,,,,104,8.666666666666666,,,14.99,,0.421836780075606,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,549825,84692400249,JADOT BEAUJOLAIS 21,Wine,750ML,12,,ALL,120,104,104,,,,,,,,104,8.666666666666666,,,14.99,,0.421836780075606,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,549828,084692400546,JADOT BEAUJOLAIS VILLAGES 21,Wine,750ML,12,,ALL,144,128,128,,,,,,,,128,10.666666666666666,,,17.99,,0.4070780062997962,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,521948,84692418541,JADOT MACON VILLAGES 20,Wine,750ML,12,,ALL,144,128,128,,,,,,,,128,10.666666666666666,,,17.99,,0.4070780062997962,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,549830,84692418541,JADOT MACON VILLAGES 21,Wine,750ML,12,,ALL,144,128,128,,,,,,,,128,10.666666666666666,,,17.99,,0.4070780062997962,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,455281,84692458745,JADOT PINOT NOIR,Wine,750ML,12,,ALL,208,192,192,,,,,,,,192,16,,,25.99,,0.38437860715659866,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,569689,84692424542,JADOT POUILLY FUISSE 21,Wine,750ML,12,,ALL,312,304,304,,,,,,,,304,25.333333333333332,,,38.99,,0.3502607506198171,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,530689,87752015988,MOUNT TABOR CABERNET SAUVIGNON 18,Wine,750ML,12,,ALL,144,112,112,,,,,,,,112,9.333333333333334,,,17.99,,0.48119325551232156,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,539576,87752015988,MOUNT TABOR CABERNET SAUVIGNON 19,Wine,750ML,12,,ALL,144,112,112,,,,,,,,112,9.333333333333334,,,17.99,,0.48119325551232156,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,559924,87752015988,MOUNT TABOR CABERNET SAUVIGNON 20,Wine,750ML,12,,ALL,144,112,112,,,,,,,,112,9.333333333333334,,,17.99,,0.48119325551232156,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,172712,087752016008,MOUNT TABOR MERLOT,Wine,750 ml,12,,ALL,144,136,136,,,,,,,,136,11.333333333333334,,,17.99,,0.37002038169353335,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,994997,087752016053,Mt Tabor Shiraz Adama,Wine,750 ml,12,,ALL,165,165,165,,,,,,,,165,13.75,,,20.99,,0.3449261553120533,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,987642,084692635146,MULLAN ROAD CAB SAUV,Wine,750 ml,6,,ALL,188,180,180,,,,,,,,180,30,,,46.99,,0.361566290700149,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,935201,84692511204,POEMA CAVA BRUT,Wine,750ML,12,,ALL,144,104,104,,,,,,,,104,8.666666666666666,,,17.99,,0.5182508801185844,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,935202,084692512300,POEMA CAVA BRUT ROSE,Wine,750ML,12,,ALL,144,104,104,,,,,,,,104,8.666666666666666,,,17.99,,0.5182508801185844,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,543609,084692492008,SASSICAIA 19,Wine,750 ml,6,,ALL,1200,1200,1200,,,,,,,,1200,200,,,299.99,,0.3333111103703457,,
Remove,,Southern Wine & Spirits,ROYAL WINE CORPORATION,919989,087752012093,SHILOH SECRET RES CAB SAUV,Wine,750 ml,12,,ALL,408,396,396,,,,,,,,396,33,,,50.99,,0.35281427730927634,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,039769,088534001380,ST FRANCIS CABERNET SAUVIGNON,Wine,750ML,12,,ALL,208,184,184,,,,,,,,184,15.333333333333334,,,25.99,,0.4100294985250737,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,39770,00,ST FRANCIS CHARDONNAY,Wine,750ML,12,,ALL,152,128,128,,,,,,,,128,10.666666666666666,,,18.99,,0.43830086010180797,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,536263,88534001434,ST FRANCIS ZINFANDEL OLD VINES 19,Wine,750ML,12,,ALL,220,196,196,,,,,,,,196,16.333333333333332,,,27.99,,0.41645825890198884,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,408379,84692501649,TAITTINGER BRUT,Wine,750ML,6,,ALL,272,252,252,,,,,,,,252,42,,,67.99,,0.38226209736725986,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,522812,84692300846,TAYLORS PORT LBV 16,Wine,750ML,12,,ALL,224,208,208,,,,,,,,208,17.333333333333332,,,27.99,,0.3807312135286412,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,039795,00,TAYLORS PORT RUBY,Wine,750ML,12,,ALL,168,152,152,,,,,,,,152,12.666666666666666,,,20.99,,0.39653803398443704,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,089932,00,TAYLORS PORT TAWNY,Wine,750ML,12,,ALL,168,152,152,,,,,,,,152,12.666666666666666,,,20.99,,0.39653803398443704,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,039799,00,TAYLORS PORT TAWNY 10YR,Wine,750ML,12,,ALL,296,272,272,,,,,,,,272,22.666666666666668,,,36.99,,0.3872217716499955,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,039801,00,TAYLORS PORT TAWNY 20YR,Wine,750ML,12,,ALL,456,432,432,,,,,,,,432,36,,,56.99,,0.3683102298648886,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,482346,84692426348,THE SEEKER CABERNET SAUVIGNON(SC),Wine,750ML,12,,ALL,144,112,112,,,,,,,,112,9.333333333333334,,,17.99,,0.48119325551232156,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,482348,084692409341,THE SEEKER CHARDONNAY,Wine,750 ml,12,,ALL,144,120,120,,,,,,,,120,10,,,17.99,,0.4441356309060589,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,240263,,THE SEEKER MALBEC,Wine,750ML,12,,ALL,144,112,112,,,,,,,,112,9.333333333333334,,,17.99,,0.48119325551232156,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,334326,084692454044,THE SEEKER PINOT GRIGIO,Wine,750 ml,12,,ALL,144,120,120,,,,,,,,120,10,,,17.99,,0.4441356309060589,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,482351,084692461844,THE SEEKER PINOT NOIR,Wine,750 ml,12,,ALL,144,120,120,,,,,,,,120,10,,,17.99,,0.4441356309060589,,
Remove,,Southern Wine & Spirits,KOBRAND CORPORATION,240278,084692469048,THE SEEKER SAUV BLANC,Wine,750 ml,12,,ALL,144,120,120,,,,,,,,120,10,,,17.99,,0.4441356309060589,,
remove,,Libation Project,Libation Project,94000,400000010144,Haus Bitter Clove Aperitif,Wine,750 ml,12,Case 1,All,292,280,280,Discontinued,,,,,,,280,23.333333333333332,,,36.99,,0.3691988825808778,,
remove,,Libation Project,Libation Project,94001,400000011592,Haus Citrus Aperitif,Wine,750 ml,12,Case 1,All,292,280,280,Discontinued,,,,,,,280,23.333333333333332,,,36.99,,0.3691988825808778,,
Remove,,Johnson Brothers Liquor Co,Gallo,000023653,085000022245,Tisdale Moscato,Wine,750 ml,12,,All,48,44,44,,,,,,,,44,3.6666666666666665,,,5.99,,0.38786867000556485,,
Remove,,Johnson Brothers Liquor Co,Gallo,000041913,085000013007,Tisdale Shiraz,Wine,750 ml,12,,All,48,44,44,,,,,,,,44,3.6666666666666665,,,5.99,,0.38786867000556485,,
Remove,,Johnson Brothers Liquor Co,Gallo,000013392,085000015841,Tisdale White Zin,Wine,750 ml,12,,All,48,44,44,,,,,,,,44,3.6666666666666665,,,5.99,,0.38786867000556485,,
Remove,,Paustis Wine Company,Don Sebastiani & Sons,14860,833302001709,B Side Cabernet Sauvignon,Wine,750 ml,12,,All,220,180,180,,,,,,,,180,15,,,27.99,,0.4640943193997856,,
