Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Margin %,30D Units,90D Units,By Store OH
MN Ice Small Bag,Ice,,1152,548.3,2.1,1.25,3.49,64,2727,5351,Woodbury:10;Andover:38;Plymouth:42;Ramsey:44;St. Louis Park:45;Osseo:88;Vadnais Heights:103;Bloomington:106;Rosemount:116;Minneapolis:136;Minnetonka:149;Chanhassen:155;Roseville:200
MN Ice Big Bag,Ice,,-30,351.3,-0.1,3.31,6.49,49,1864,2904,Chanhassen:8;Minneapolis:17;Plymouth:19;Roseville:19;Minnetonka:36;Bloomington:42;Osseo:45
Schweppes Club Soda Liter,Mixes,Pepsi-Cola,830,130.8,6.3,1.39,2.29,39,601,1501,St. Louis Park:2;Roseville:4;Chanhassen:5;Rosemount:30;Osseo:43;Bloomington:44;Plymouth:49;Blaine:52;Woodbury:62;Cottage Grove:63;Minnetonka:67;Minneapolis:80;Vadnais Heights:88;Stillwater:105;Andover:136
Marlboro Gold,Cigarettes,,590,114.5,5.2,12.55,14.99,16,486,1493,Stillwater:2;Chanhassen:3;Roseville:12;Minneapolis:14;Cottage Grove:14;Osseo:28;Woodbury:30;Plymouth:34;Blaine:41;Ramsey:48;St. Louis Park:63;Andover:125;Vadnais Heights:176
Schweppes Diet Tonic Liter,Mixes,Pepsi-Cola,763,97.1,7.9,1.32,2.29,42,431,1183,Roseville:6;Cottage Grove:17;Chanhassen:27;Rosemount:27;Stillwater:33;Blaine:41;Osseo:52;Woodbury:63;Plymouth:66;Andover:71;Minnetonka:75;St. Louis Park:78;Minneapolis:87;Vadnais Heights:120
Schweppes Tonic Liter,Mixes,Pepsi-Cola,827,85.9,9.6,1.34,2.29,41,402,952,Ramsey:5;Roseville:5;Cottage Grove:13;Stillwater:29;Plymouth:30;St. Louis Park:35;Osseo:38;Chanhassen:39;Bloomington:44;Minnetonka:59;Woodbury:60;Blaine:62;Vadnais Heights:84;Rosemount:95;Andover:103;Minneapolis:126
Coke 20oz,Mixes,Great Lakes Coca-Cola Distribution,593,70.3,8.4,2.08,3.49,40,317,832,Bloomington:4;Osseo:5;Cottage Grove:11;Rosemount:19;Roseville:22;Ramsey:29;Chanhassen:29;Vadnais Heights:30;Woodbury:34;St. Louis Park:41;Minneapolis:41;Andover:42;Stillwater:55;Blaine:57;Plymouth:84;Minnetonka:90
Polar Club Soda Liter,Mixes,"Capitol Beverage Sales, L.P.",154,68.4,2.3,0.86,2.29,63,318,768,Blaine:5;Roseville:7;Rosemount:9;Minneapolis:13;St. Louis Park:13;Minnetonka:15;Vadnais Heights:19;Osseo:21;Bloomington:21;Woodbury:36
ReaLime 5oz,Mixes,Bellboy Corporation,208,62.0,3.4,0.99,2.29,57,282,723,Woodbury:4;Stillwater:5;Rosemount:5;Ramsey:7;Chanhassen:13;Minnetonka:14;Osseo:14;Bloomington:15;Andover:15;St. Louis Park:15;Blaine:18;Roseville:19;Minneapolis:19;Cottage Grove:20;Plymouth:25
Coke Diet 2L,Mixes,Great Lakes Coca-Cola Distribution,218,56.9,3.8,3.22,4.49,28,242,739,Stillwater:3;St. Louis Park:3;Minnetonka:6;Chanhassen:6;Ramsey:12;Blaine:14;Plymouth:15;Vadnais Heights:15;Rosemount:15;Cottage Grove:16;Bloomington:21;Minneapolis:22;Woodbury:29;Andover:41
Sprite 20oz,Mixes,Great Lakes Coca-Cola Distribution,404,55.5,7.3,2.09,3.49,40,245,683,Osseo:1;Roseville:1;Ramsey:2;Chanhassen:2;St. Louis Park:8;Bloomington:13;Cottage Grove:16;Andover:34;Minneapolis:35;Minnetonka:37;Vadnais Heights:38;Plymouth:41;Blaine:55;Woodbury:59;Rosemount:62
Tip Item,,,0,53.0,0.0,0.0,,,221,709,
Sprite 2L,Mixes,Great Lakes Coca-Cola Distribution,206,50.8,4.1,3.21,4.49,29,201,729,Minnetonka:3;Ramsey:4;St. Louis Park:7;Stillwater:10;Andover:10;Roseville:10;Woodbury:12;Blaine:12;Bloomington:14;Vadnais Heights:16;Chanhassen:16;Cottage Grove:16;Plymouth:20;Minneapolis:23;Rosemount:33
Coke 2L,Mixes,Great Lakes Coca-Cola Distribution,298,50.4,5.9,3.2,4.49,29,214,658,Osseo:1;Blaine:7;Stillwater:11;Ramsey:13;Chanhassen:14;Rosemount:14;Roseville:15;St. Louis Park:17;Bloomington:20;Andover:21;Vadnais Heights:21;Cottage Grove:21;Minnetonka:25;Woodbury:28;Plymouth:31;Minneapolis:39
Coke Diet 20oz,Mixes,Great Lakes Coca-Cola Distribution,454,49.9,9.1,2.08,3.49,40,214,641,St. Louis Park:2;Osseo:4;Bloomington:17;Vadnais Heights:18;Blaine:19;Roseville:23;Rosemount:25;Stillwater:26;Ramsey:27;Plymouth:28;Chanhassen:29;Minneapolis:34;Andover:39;Minnetonka:46;Cottage Grove:53;Woodbury:64
Minute Maid Lemonade 2L,Mixes,Great Lakes Coca-Cola Distribution,143,47.4,3.0,3.21,4.49,29,205,602,St. Louis Park:1;Bloomington:2;Chanhassen:3;Andover:4;Blaine:8;Minnetonka:14;Plymouth:14;Rosemount:15;Cottage Grove:19;Woodbury:20;Vadnais Heights:22;Minneapolis:22
Red Bull Energy Drink 8oz can,Mixes,Red Bull Distribution Company,311,47.0,6.6,1.75,3.49,50,211,561,St. Louis Park:5;Rosemount:7;Blaine:11;Andover:13;Ramsey:13;Roseville:14;Stillwater:15;Bloomington:18;Plymouth:20;Vadnais Heights:25;Chanhassen:28;Minnetonka:33;Woodbury:43;Cottage Grove:66
Marlboro,Cigarettes,"M Amundson, LLP",344,40.7,8.5,12.55,14.99,16,172,534,Rosemount:1;Roseville:12;Woodbury:12;Osseo:14;Plymouth:16;Ramsey:20;St. Louis Park:21;Vadnais Heights:24;Minneapolis:24;Blaine:44;Andover:45;Chanhassen:49;Cottage Grove:62
Marlboro Gold Pack 100s,Cigarettes,"M Amundson, LLP",435,40.4,10.8,12.56,14.99,16,188,452,Rosemount:1;St. Louis Park:4;Chanhassen:9;Osseo:11;Cottage Grove:12;Plymouth:15;Minneapolis:24;Roseville:29;Blaine:36;Ramsey:42;Woodbury:63;Andover:75;Vadnais Heights:114
Red Bull Energy Drink 12oz can,Mixes,Red Bull Distribution Company,300,39.8,7.5,2.28,4.49,49,170,514,Stillwater:4;Rosemount:9;Roseville:13;Vadnais Heights:19;St. Louis Park:24;Plymouth:26;Andover:26;Chanhassen:33;Bloomington:39;Woodbury:50;Cottage Grove:57
Sprite Diet Zero 2L,Mixes,Great Lakes Coca-Cola Distribution,97,39.6,2.4,3.21,4.49,29,164,536,Roseville:1;Chanhassen:2;Bloomington:4;Rosemount:5;Blaine:5;Plymouth:6;Andover:7;Vadnais Heights:8;Woodbury:9;Cottage Grove:11;Minneapolis:42
Master of Mixes Simple Syrup 375ml,Mixes,Johnson Brothers - St. Paul,156,37.5,4.2,2.67,4.49,41,156,503,Chanhassen:1;Osseo:3;Minneapolis:5;Roseville:6;Plymouth:8;Bloomington:9;Andover:9;Minnetonka:10;Vadnais Heights:10;Cottage Grove:10;Woodbury:12;St. Louis Park:14;Rosemount:14;Blaine:17;Stillwater:28
Red Bull Sugar Free 8oz can,Mixes,Red Bull Distribution Company,410,36.6,11.2,1.76,3.49,49,151,496,Stillwater:1;Osseo:5;Plymouth:9;Ramsey:18;Blaine:18;Bloomington:20;Roseville:20;Rosemount:23;Vadnais Heights:24;Woodbury:31;Andover:40;Minnetonka:43;Cottage Grove:57;Chanhassen:107
Monster Zero Ultra 16oz can,Mixes,Great Lakes Coca-Cola Distribution,549,36.6,15.0,2.05,2.49,18,160,455,Bloomington:14;Osseo:17;Ramsey:18;Stillwater:18;Minnetonka:20;Cottage Grove:21;Chanhassen:22;Vadnais Heights:23;Woodbury:26;Andover:28;Rosemount:48;Roseville:52;Plymouth:57;Blaine:59;Minneapolis:126
Marlboro Silver,Cigarettes,"M Amundson, LLP",367,32.8,11.2,12.56,14.99,16,151,375,Cottage Grove:10;Plymouth:15;Rosemount:19;Roseville:20;Woodbury:25;St. Louis Park:33;Andover:37;Chanhassen:38;Ramsey:42;Blaine:51;Vadnais Heights:77
American Spirit Yellow,Cigarettes,,265,32.5,8.2,14.0,16.99,18,148,379,Woodbury:4;Osseo:6;Stillwater:7;Blaine:9;Plymouth:15;Roseville:22;Andover:23;Minneapolis:25;Cottage Grove:25;Ramsey:34;Chanhassen:45;Vadnais Heights:50
Tres Agaves Margarita Mix Liter,Mixes,Phillips Wine & Spirits - St. Paul,125,32.0,3.9,5.87,11.49,49,145,377,Ramsey:1;Andover:1;Vadnais Heights:5;Osseo:8;Rosemount:8;Blaine:9;Minnetonka:10;Woodbury:11;Plymouth:13;Chanhassen:13;St. Louis Park:14;Bloomington:35
Minute Maid Lemonade 20oz,Mixes,Great Lakes Coca-Cola Distribution,219,31.4,7.0,2.07,3.49,41,147,347,Woodbury:2;Bloomington:3;Chanhassen:17;Andover:22;Rosemount:26;Minneapolis:31;Stillwater:34;Plymouth:37;Vadnais Heights:47
Newport  100,Cigarettes,,234,29.9,7.8,13.35,15.99,17,128,385,St. Louis Park:3;Woodbury:7;Chanhassen:17;Osseo:17;Andover:21;Blaine:32;Cottage Grove:40;Minneapolis:47;Ramsey:50
Dasani 20oz,Mixes,Great Lakes Coca-Cola Distribution,521,29.5,17.7,1.28,1.49,14,142,308,Minnetonka:7;Andover:9;Woodbury:15;Bloomington:22;Ramsey:25;Plymouth:31;Stillwater:39;Roseville:40;Chanhassen:55;Vadnais Heights:58;Minneapolis:62;Cottage Grove:66;St. Louis Park:92
MTN Dew 20oz btl,Mixes,Pepsi-Cola,544,28.5,19.1,1.71,3.49,51,126,350,Minneapolis:17;Plymouth:19;Roseville:19;Cottage Grove:19;Chanhassen:20;Ramsey:23;Rosemount:24;Minnetonka:30;Woodbury:31;Stillwater:59;Osseo:61;St. Louis Park:63;Andover:66;Blaine:93
Camel Blue Box,Cigarettes,"M Amundson, LLP",297,27.6,10.8,12.81,14.99,15,117,361,Osseo:1;Rosemount:3;Minneapolis:12;Roseville:18;Plymouth:18;Cottage Grove:19;Andover:22;Woodbury:36;Vadnais Heights:43;Ramsey:55;Blaine:70
Polar Diet Tonic Water Liter,Mixes,"Capitol Beverage Sales, L.P.",210,26.4,8.0,0.77,2.29,66,118,318,Ramsey:2;Rosemount:5;Roseville:5;Stillwater:9;Minnetonka:12;Chanhassen:13;Minneapolis:15;Blaine:15;Osseo:21;Woodbury:23;Vadnais Heights:28;St. Louis Park:30;Bloomington:32
Mr Pure Orange Juice 32oz,Mixes,"Capitol Beverage Sales, L.P.",172,25.8,6.7,2.74,4.99,45,114,317,Ramsey:1;Blaine:1;Cottage Grove:3;Minnetonka:6;Osseo:7;Minneapolis:8;Andover:11;St. Louis Park:14;Plymouth:16;Chanhassen:17;Roseville:19;Bloomington:22;Rosemount:24;Vadnais Heights:24
Gatorade Cool Blue 20oz,Mixes,Pepsi-Cola,219,25.0,8.7,2.17,1.99,-9,112,301,St. Louis Park:4;Roseville:5;Stillwater:8;Cottage Grove:13;Blaine:18;Osseo:19;Vadnais Heights:23;Andover:27;Woodbury:49;Plymouth:53
Fresca 2L,Mixes,Great Lakes Coca-Cola Distribution,140,24.9,5.6,3.21,4.49,29,104,333,Cottage Grove:1;Vadnais Heights:4;St. Louis Park:5;Minnetonka:6;Stillwater:7;Blaine:7;Ramsey:10;Andover:11;Plymouth:16;Woodbury:16;Rosemount:17;Roseville:19;Minneapolis:21
Polar Tonic Water Liter,Mixes,"Capitol Beverage Sales, L.P.",230,24.7,9.3,0.79,2.29,65,119,259,Ramsey:4;Stillwater:8;Vadnais Heights:9;Roseville:11;Chanhassen:12;Rosemount:12;Blaine:14;Minnetonka:15;Osseo:15;Woodbury:19;Minneapolis:22;Andover:23;Bloomington:27;St. Louis Park:39
Coke 12pk 12oz can,Mixes,Great Lakes Coca-Cola Distribution,174,24.7,7.0,9.62,12.49,23,107,312,Minnetonka:4;Woodbury:4;Ramsey:5;Roseville:6;Vadnais Heights:8;Rosemount:8;Chanhassen:9;Bloomington:9;St. Louis Park:13;Stillwater:13;Minneapolis:14;Cottage Grove:16;Plymouth:17;Blaine:19;Andover:29
Bic Colored Lighter,Accessories,"M Amundson, LLP",412,24.5,16.8,1.12,1.79,38,106,310,Osseo:5;Plymouth:9;Stillwater:14;Cottage Grove:15;Chanhassen:33;Vadnais Heights:33;Woodbury:38;Ramsey:40;Andover:43;Roseville:46;Blaine:52;Minneapolis:84
Coke Diet 12pk 12oz can,Mixes,Great Lakes Coca-Cola Distribution,133,24.4,5.5,9.64,12.49,23,108,298,Ramsey:1;Minnetonka:2;Stillwater:2;Osseo:4;Roseville:4;Rosemount:4;Vadnais Heights:6;Chanhassen:9;Woodbury:11;Minneapolis:12;Cottage Grove:14;Blaine:14;Bloomington:15;Plymouth:18;Andover:19
Dr Pepper 20oz,Mixes,Pepsi-Cola,401,23.8,16.8,1.72,3.49,51,95,339,Minneapolis:7;Stillwater:14;Plymouth:14;Rosemount:17;Cottage Grove:19;Ramsey:21;St. Louis Park:26;Woodbury:31;Andover:38;Minnetonka:42;Osseo:48;Roseville:48;Blaine:76
Red Bull Sugar Free 12oz can,Mixes,Red Bull Distribution Company,184,22.6,8.2,2.28,4.49,49,99,280,Stillwater:2;Bloomington:9;Chanhassen:9;Andover:10;Rosemount:14;Woodbury:18;Minneapolis:18;Roseville:22;Vadnais Heights:34;Cottage Grove:48
Filthy Olive Brine 8oz,Mixes,Phillips Wine & Spirits - St. Paul,132,22.6,5.8,3.32,4.49,26,98,285,Blaine:3;Ramsey:4;Minnetonka:6;Osseo:6;Rosemount:6;Woodbury:6;St. Louis Park:6;Cottage Grove:10;Vadnais Heights:10;Bloomington:11;Plymouth:11;Stillwater:12;Chanhassen:12;Roseville:12;Andover:17
Marlboro 100s,Cigarettes,"M Amundson, LLP",321,22.2,14.4,12.56,14.99,16,101,260,Plymouth:1;Cottage Grove:4;St. Louis Park:9;Roseville:15;Minneapolis:16;Blaine:19;Ramsey:19;Andover:19;Osseo:23;Woodbury:23;Chanhassen:26;Vadnais Heights:147
Gatorlyte Lemon Lime 20oz,Mixes,Pepsi-Cola,92,22.0,4.2,1.83,3.49,48,98,267,Andover:2;Rosemount:3;St. Louis Park:4;Minneapolis:5;Blaine:6;Vadnais Heights:8;Stillwater:11;Minnetonka:12;Woodbury:20;Plymouth:22
Polar Diet Tonic Water w/Lime Liter,Mixes,"Capitol Beverage Sales, L.P.",186,22.0,8.5,0.7,2.29,69,96,274,Chanhassen:5;Minnetonka:9;Andover:11;Ramsey:12;Vadnais Heights:12;Roseville:12;Blaine:22;Osseo:28;Bloomington:31;St. Louis Park:46
Aquafina Water 20oz,Mixes,Pepsi-Cola,262,21.0,12.5,1.27,2.29,44,97,238,Ramsey:4;Chanhassen:6;St. Louis Park:20;Cottage Grove:24;Plymouth:34;Roseville:36;Minneapolis:36;Andover:49;Minnetonka:53
Gatorade Fruit Punch 20oz,Mixes,Pepsi-Cola,193,20.9,9.2,2.02,1.99,-1,100,223,Andover:5;Roseville:7;St. Louis Park:7;Minnetonka:11;Vadnais Heights:15;Osseo:22;Woodbury:36;Blaine:44;Plymouth:46
20 Red Shot Glasses,Accessories,"True Brands, Inc.",161,20.4,7.9,1.63,3.99,59,89,254,Stillwater:2;Bloomington:5;Blaine:6;Ramsey:8;St. Louis Park:12;Roseville:12;Andover:12;Plymouth:21;Vadnais Heights:33;Minneapolis:50
Coke Zero 20oz,Mixes,Great Lakes Coca-Cola Distribution,375,20.4,18.4,2.08,3.49,40,81,290,Bloomington:14;Stillwater:19;Osseo:21;Andover:21;Roseville:23;Woodbury:24;Minneapolis:28;Minnetonka:28;Cottage Grove:28;Vadnais Heights:31;Chanhassen:31;Ramsey:35;St. Louis Park:72
Zing Zang Bloody Mary Mix 32oz,Mixes,Phillips Wine & Spirits - St. Paul,166,20.3,8.2,3.67,6.99,47,88,255,Chanhassen:2;Stillwater:4;Andover:6;Ramsey:9;Roseville:10;Bloomington:10;Osseo:10;Vadnais Heights:11;Rosemount:11;Woodbury:11;St. Louis Park:12;Blaine:14;Minneapolis:15;Cottage Grove:18;Minnetonka:23
Marlboro Silver 100s,Cigarettes,"M Amundson, LLP",250,20.2,12.4,12.56,14.99,16,87,259,Plymouth:8;Woodbury:12;Rosemount:13;Cottage Grove:15;Ramsey:16;Roseville:18;Vadnais Heights:19;Andover:20;St. Louis Park:21;Chanhassen:47;Blaine:61
Bag Fee,,,0,19.8,0.0,0.0,0.05,100,89,237,
American Spirits Full Flavor Blue,Cigarettes,,232,19.6,11.9,13.96,16.99,18,83,255,St. Louis Park:7;Osseo:8;Stillwater:8;Chanhassen:11;Minneapolis:15;Plymouth:18;Andover:22;Woodbury:25;Roseville:25;Cottage Grove:28;Blaine:30;Vadnais Heights:35
Gatorade Gatorlyte Cherry Lime 20oz,Mixes,Pepsi-Cola,122,19.4,6.3,1.84,3.49,47,85,240,Chanhassen:1;St. Louis Park:2;Andover:7;Vadnais Heights:7;Roseville:7;Minneapolis:7;Rosemount:13;Minnetonka:15;Blaine:18;Woodbury:19;Stillwater:26
Pepsi 20oz btl,Mixes,Pepsi-Cola,397,19.3,20.6,1.72,3.49,51,80,260,Rosemount:1;St. Louis Park:6;Woodbury:13;Minneapolis:14;Ramsey:17;Chanhassen:17;Cottage Grove:18;Minnetonka:22;Plymouth:35;Andover:36;Osseo:41;Blaine:47;Stillwater:59;Roseville:71
Mr Pure Cranberry Juice 32oz,Mixes,"Capitol Beverage Sales, L.P.",193,18.7,10.3,2.58,4.99,48,79,245,Cottage Grove:2;Osseo:5;Vadnais Heights:7;St. Louis Park:9;Minnetonka:11;Woodbury:11;Chanhassen:11;Minneapolis:12;Andover:13;Roseville:14;Plymouth:16;Bloomington:21;Rosemount:30;Ramsey:31
Sprite 12pk 12oz can,Mixes,Great Lakes Coca-Cola Distribution,113,18.1,6.2,9.64,12.49,23,78,231,Chanhassen:3;Woodbury:3;Minnetonka:4;Rosemount:4;Cottage Grove:5;Ramsey:6;Roseville:6;Minneapolis:6;Stillwater:7;Plymouth:7;Vadnais Heights:9;Blaine:9;Andover:10;Bloomington:11;St. Louis Park:23
