Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
SVEDKA VOD MANGO PINEAPPLE 70,617768151372,Liquor,375ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,57.89,0,57.9,4.824166666666667,5.99,,57.89,57.89,SWS Southern Glazer's Wine & Spirits of MN617768151372,354980,4.824166666666667,57.89,
SVEDKA VOD PEACH 70,617768171172,Liquor,1.75L,6,CONSTELLATION BRANDS,Southern Wine & Spirits, ,FEBRUARY|MAY|AUGUST|NOVEMBER,88.53999999999999,,101.25,11.423333333333332,21.99,,87.74,91.25,SWS Southern Glazer's Wine & Spirits of MN617768171172,532617,14.756666666666666,68.53999999999999,
SVEDKA VOD ROSE 60,617768221174,Liquor,1.75L,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,"FEB, MAY",87.74,87.74,101.25,14.623333333333333,21.99,,87.74,91.25,SWS Southern Glazer's Wine & Spirits of MN617768221174,927429,14.623333333333333,87.74,
SVEDKA VOD STRAWBERRY LEM70 10/12P,617768141052,Liquor,50ML,10,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,80,0,83.2,8,10.99,,80,80,SWS Southern Glazer's Wine & Spirits of MN617768141052,354664,8,80,
SVEDKA VOD STRAWBERRY LEMONADE 70,617768141106,Liquor,1.0L,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,118.57,0,134.5,9.880833333333333,14.99,,118.57,118.57,SWS Southern Glazer's Wine & Spirits of MN617768141106,350527,9.880833333333333,118.57,
SVEDKA VOD STRAWBERRY LEMONADE 70,617768141755,Liquor,750ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May,93.55,0,119,7.795833333333333,12.99,,93.55,99.22,SWS Southern Glazer's Wine & Spirits of MN617768141755,350532,7.795833333333333,93.55,
SVEDKA VOD STRAWBERRY LEMONDE70PET,617768141014,Liquor,100ML,48,CONSTELLATION BRANDS,Southern Wine & Spirits,,All,63.7,0,96,1.3270833333333334,2.99,,63.7,63.7,SWS Southern Glazer's Wine & Spirits of MN617768141014,928012,1.3270833333333334,63.7,
Svedka Vodka,617768111055,Liquor,50 ml,60,CONSTELLATION BRANDS,Breakthru Beverage, ,All,90.15,,89,1.5025000000000002,1.99,,89,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768111055",9211540,1.5025000000000002,90.15,0.24497487437185922
Svedka Vodka,617768111109,Liquor,Liter,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,163.45000000000002,,162.3,13.620833333333335,17.99,,162.3,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768111109",9211536,13.620833333333335,163.45000000000002,0.24286640726329425
Svedka Vodka,617768111758,Liquor,750ml,12,CONSTELLATION BRANDS,Breakthru Beverage, ,All,128.22,,127.07,10.685,13.99,,127.07,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC617768111758",9211537,10.685,128.22,0.2362401715511079
SVEDKA VODKA 80,617768111758,Liquor,750ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May,93.55,0,119,7.795833333333333,12.99,,93.55,99.22,SWS Southern Glazer's Wine & Spirits of MN617768111758,56230,7.795833333333333,93.55,
SVEDKA VODKA 80 SPIRIT EDITION,617768111178,Liquor,1.75L,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May,105.47999999999999,0,101.25,-315.75333333333333,21.99,,87.74,91.25,SWS Southern Glazer's Wine & Spirits of MN617768111178,547134,17.58,-1894.52,
Svedka Vodka Cherry Limeade 70,617768291375,Liquor,375 ml,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768291375,991562,0,0,
Svedka Vodka Cherry Limeade 70,611768291757,Liquor,750 ml,12,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN611768291757,991565,0,0,
Svedka Vodka Cherry Limeade 70 10/12,617768291054,Liquor,50 ml,120,CONSTELLATION BRANDS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN617768291054,992960,0,0,
SVEDKA VODKA ROSE PET 10/12PK,617768221051,Liquor,50ML,10,CONSTELLATION BRANDS,Southern Wine & Spirits,,ALL,80,80,83.2,8,10.99,,80,80,SWS Southern Glazer's Wine & Spirits of MN617768221051,926865,8,80,
Sweet Revenge Wild Strawberry,793573839244,Liquor,750ml,6,CHARLES JACQUIN,Breakthru Beverage, ,All,91.15,,90,15.191666666666668,19.99,,90,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC793573839244",9141282,15.191666666666668,91.15,0.2400366850091711
Taaka Cherry Vodka,088004010980,Liquor,Ltr,12,SAZERAC,Breakthru Beverage, ,All,66.25,,65.1,5.520833333333333,6.99,,65.1,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004010980",9220051,5.520833333333333,66.25,0.2101812112541727
Taaka Vodka,088004000066,Liquor,200 ml,0,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004000066,49531,,0,
Taaka Vodka,088004000073,Liquor,375 ml,0,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004000073,49526,,0,
Taaka Whipped Cream Vodka,88004010973,Liquor,Ltr,12,SAZERAC,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004010973",,,,
Talisker 10 Yr Scotch Single,088110170059,Liquor,750 ml,12,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110170059,17734,0,0,
Tangle Ridge Canadian,080686595403,Liquor,750 ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686595403,294485,0,0,
Tanqueray Gin,088110110505,Liquor,1.75 L,6,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110110505,278079,0,0,
Tanqueray Gin,088110110109,Liquor,200 ml,48,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110110109,293782,0,0,
Tanqueray Gin,088110110307,Liquor,750 ml,12,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110110307,278244,0,0,
Tanqueray Gin,088110110406,Liquor,Liter,12,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110110406,278078,0,0,
Tanqueray No. Ten Gin,088110158590,Liquor,Liter,12,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,January|March|May|July|September|November,328.1,0,351,27.34166666666667,37.99,,327,351,JB Johnson Brothers - St. Paul088110158590,000065524,27.34166666666667,328.1,
Tanteo Tequila Cocoa,894993002024,Liquor,750ml,6,PARK ST IMP/TANTEO,Breakthru Beverage, ,All,190.15,,189,31.691666666666666,40.99,,189,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC894993002024",9121231,31.691666666666666,190.15,0.22684394567780763
Tanteo Tequila Jalapeno,894993002000,Liquor,750ml,6,PARK ST IMP/TANTEO,Breakthru Beverage, ,All,190.15,,189,31.691666666666666,40.99,,189,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC894993002000",9121233,31.691666666666666,190.15,0.22684394567780763
Tanteo Tequila Tropical,894993002017,Liquor,750ml,6,PARK ST IMP/TANTEO,Breakthru Beverage, ,All,190.15,,189,31.691666666666666,40.99,,189,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC894993002017",9121232,31.691666666666666,190.15,0.22684394567780763
Tap 357 Canadian Maple Rye,057496004494,Liquor,750 ml,6,SAZERAC CO/375 PARK AVE SPIRIT,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN057496004494,311681,0,0,
Tap 357 Canadian Maple Rye,057496004494,Liquor,750ml,6,SAZERAC/375 PARK AVENUE SPIRITS,Breakthru Beverage, ,All,131.91,,130.76,21.985,27.99,,130.76,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC057496004494",9219100,21.985,131.91,0.21454090746695245
Tarantula Azul,085592119743,Liquor,750 ml,12,MCCORMICK DISTILLING CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN085592119743,480709,0,0,
Tattersall Easy Street Whiskey Peach Tea,850019260632,Liquor,4pk 12oz cn,6,Tattersal,Phillips Wine & Spirits,Case 1,All,67.5,0,78,11.25,16.99,,67.5,,PH Phillips Wine & Spirits - St. Paul850019260632,001106520,11.25,67.5,
"Tattersall Watermelon Bootlegger
",850019260649,Liquor,4pk 12oz cn,6,Tattersal,Phillips Wine & Spirits,Case 1,All,67.5,0,78,11.25,16.99,,67.5,,PH Phillips Wine & Spirits - St. Paul850019260649,001681587,11.25,67.5,
Taylor Tornado Surviving,088004005481,Liquor,750 ml,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004005481,152842,0,0,
Teeling Irish Whiskey Single Cask,8132219020352,Liquor,750ml,6,BACARDI USA INC,Southern Wine & Spirits,,All,0.8,0,,0.13333333333333333,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN8132219020352,954717,0.13333333333333333,0.8,
Teeling Single Pot Still,813219020253,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN813219020253,961442,0,0,
Teeling Small Batch,720815280182,Liquor,50 ml,48,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN720815280182,899120,0,0,
Templeton Rye Caribbean Cask Finish,720815921931,Liquor,750ml,6,INFINIUM SPIRITS,Breakthru Beverage, ,All,226.1,,224.95,37.68333333333333,48.99,,224.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC720815921931",9444865,37.68333333333333,226.1,0.2307954004218549
Templeton Rye Maple Cask,720815921238,Liquor,750ml,6,INFINIUM SPIRITS,Breakthru Beverage, ,All,181.15,,180,30.191666666666666,38.99,,180,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC720815921238",9388177,30.191666666666666,181.15,0.22565615114986753
Templeton Rye Sherry Cask,720815922334,Liquor,750ml,6,INFINIUM SPIRITS,Breakthru Beverage, ,All,232.15,,231,38.69166666666667,49.99,,231,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC720815922334",9622473,38.69166666666667,232.15,0.22601186904047474
Tempus Fugit Creme De Cacao A La Vanilla,87299200038,Liquor,720 ml,6,LEVECKE CORPORATION,Breakthru Beverage, ,All,176.63,,175.48,29.438333333333333,37.99,,175.48,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87299200038",9199952,29.438333333333333,176.63,0.22510309730630873
Tenure Vodka,089708121224,Liquor,1.75 L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN089708121224,255234,0,0,
TGI Fridays RTD Classic Marg,815829011638,Liquor,1.75 L,6,AMERICAN VINTAGE BEVERAGE INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN815829011638,468920,0,0,
TGI Fridays RTD Orange Dream,815829011546,Liquor,1.75 L,6,AMERICAN VINTAGE BEVERAGE INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN815829011546,404509,0,0,
TGIF Long Island Ice Tea,815829010969,Liquor,1.75 L,6,AMERICAN VINTAGE BEVERAGE INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN815829010969,378520,0,0,
TGIF Mudslide RTD,815829010921,Liquor,1.75 L,6,AMERICAN VINTAGE BEVERAGE INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN815829010921,378523,0,0,
Thatcher's Vodka,898817002801,Liquor,1.75 L,6,A HARDY/USA LIMITED,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898817002801,408463,0,0,
The Black Grouse,87236400422,Liquor,750ml,12,THE EDRINGTON GROUP,Breakthru Beverage, ,All,251.65,,250.5,20.970833333333335,26.99,,250.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87236400422",9115743,20.970833333333335,251.65,0.22301469680128433
The Dalmore 12 Yr Scotch,087647111672,Liquor,750 ml,6,E&J GALLO WINERY,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN087647111672,242982,0,0,
The Dalmore 15 Yr Scotch,087647111689,Liquor,750 ml,6,E&J GALLO WINERY,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN087647111689,242984,0,0,
The Dalmore Cigar Malt,087647112143,Liquor,750 ml,6,E&J GALLO WINERY,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN087647112143,43970,0,0,
The Dalmore Gran Reserva,087647111696,Liquor,750 ml,6,E&J GALLO WINERY,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN087647111696,242985,0,0,
The Finnish Long Drink Cranberry,860272001484,Liquor,6 pack can,4,MHW LTD,Phillips Wine & Spirits,50 case buy monthly,,41.7,0,54,10.425,17.99,,41.7,,PH Phillips Wine & Spirits - St. Paul860272001484,1615523,10.425,41.7,
The Finnish Long Drink Strong,860272001477,Liquor,6 pack can,4,MHW LTD,Phillips Wine & Spirits,50 case buy monthly,,51,0,60,12.75,19.99,,51,,PH Phillips Wine & Spirits - St. Paul860272001477,1445948,12.75,51,
The Finnish Long Drink Traditional,860272001446,Liquor,6 pack can,4,MHW LTD,Phillips Wine & Spirits,50 case buy monthly,,41.7,0,54,10.425,17.99,,41.7,,PH Phillips Wine & Spirits - St. Paul860272001446,1252242,10.425,41.7,
The Finnish Long Drink Zero,860272001439,Liquor,6 pack can,4,MHW LTD,Phillips Wine & Spirits,50 case buy monthly,,41.7,0,54,10.425,17.99,,41.7,,PH Phillips Wine & Spirits - St. Paul860272001439,1991597,10.425,41.7,
The Irishman,816511905099,Liquor,750 ml,6,HOTALING & COMPANY,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC816511905099",,,,
The Irishman 12 year,816511905310,Liquor,750 ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN816511905310,355518,0,0,
The Irishman Cream Liquor,086785581101,Liquor,50 ml,120,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN086785581101,330396,0,0,
The Irishman Cream Liquor,086785581057,Liquor,750ml,12,HOTALING & COMPANY,Breakthru Beverage, ,All,187.9,,186.75,15.658333333333333,19.99,,186.75,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC086785581057",9144582,15.658333333333333,187.9,0.21669167917291973
The Irishman Founders RSV,086785581026,Liquor,750 ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN086785581026,345780,0,0,
The Irishman Founders RSV,086785581026,Liquor,750ml,6,HOTALING & COMPANY,Breakthru Beverage, ,All,181.15,,180,30.191666666666666,38.99,,180,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC086785581026",9265120,30.191666666666666,181.15,0.22565615114986753
The Irishman Single Malt Small,086785581040,Liquor,750 ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN086785581040,328972,0,0,
The Irishman Single Malt Small,86785581040,Liquor,750ml,6,HOTALING & COMPANY,Breakthru Beverage, ,All,226.15,,225,37.69166666666667,48.99,,225,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC86785581040",9159320,37.69166666666667,226.15,0.23062529767979856
The Knot Irish Liqueur,83664869602,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,145.15,,144,24.191666666666666,30.99,,144,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC83664869602",9038032,24.191666666666666,145.15,0.21937184037861673
The Lost Distillery Auchnagie,610370641194,Liquor,750ml,6,PARK ST IMP/LOST DISTILLERIES,Breakthru Beverage, ,All,1013.65,,1012.5,168.94166666666666,218.99,,1012.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC610370641194",9233530,168.94166666666666,1013.65,0.22854163812655073
The Lost Distillery Gerston,610370679883,Liquor,750ml,6,PARK ST IMP/LOST DISTILLERIES,Breakthru Beverage, ,All,1126.15,,1125,187.6916666666667,243.99,,1125,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC610370679883",9233531,187.6916666666667,1126.15,0.23074033088787785
The Lost Distillery Lossit,610370680704,Liquor,750ml,6,PARK ST IMP/LOST DISTILLERIES,Breakthru Beverage, ,All,201.15,,200,33.525,42.99,,200,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC610370680704",9319600,33.525,201.15,0.22016748080949064
The Lost Distillery Stratheden,610370641231,Liquor,750ml,6,PARK ST IMP/LOST DISTILLERIES,Breakthru Beverage, ,All,1126.15,,1125,187.6916666666667,243.99,,1125,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC610370641231",9233532,187.6916666666667,1126.15,0.23074033088787785
The Macallan Edition No. 2,812066021468,Liquor,750 ml,12,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066021468",,,,
The Macallan Gold,812066021277,Liquor,750ml,12,EDRINGTON USA,Breakthru Beverage, ,All,623.9499999999999,,622.8,51.99583333333333,66.99,,622.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066021277",9246588,51.99583333333333,623.9499999999999,0.22382693934418071
The Macallan Harmony 21yr,812066024131,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,901.15,,900,150.19166666666666,194.99,,900,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066024131",9625291,150.19166666666666,901.15,0.22974682462348503
THE MACALLAN SHERRY OAK 12YR,812066020997,Liquor,50 ml,1,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066020997",,,,
The Macallan Triple Cask Matured,812066022205,Liquor,750ml,12,EDRINGTON USA,Breakthru Beverage, ,All,676.15,,675,56.34583333333333,72.99,,675,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066022205",9304084,56.34583333333333,676.15,0.22803352057359452
Thomas H. Handy Bourbon,088004000035,Liquor,750 ml,3,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004000035,149092,0,0,
Thomas H. Handy Bourbon,088004000035,Liquor,750ml,3,SAZERAC,Breakthru Beverage, ,All,283.15,,282,94.38333333333333,121.99,,282,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004000035",9705407,94.38333333333333,283.15,0.2263027024073012
Three Olives Bubble Vodka,811538015417,Liquor,Ltr,6,PROXIMO SPIRITS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811538015417,306058,0,0,
Three Olives Cake Vodka,811538015660,Liquor,Ltr,6,PROXIMO SPIRITS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN811538015660,ZZZ21982,0,0,
Three Olives Watermelon Vodka,089708531269,Liquor,Ltr,6,PROXIMO SPIRITS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN089708531269,ZZZ24713,0,0,
Tia Maria,089540190143,Liquor,375 ml,24,DISARONNO INTERNATIONAL,Breakthru Beverage, ,All,256.15,,255,10.672916666666666,13.99,,255,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC089540190143",92569,10.672916666666666,256.15,0.23710388372647137
TIA MARIA 53,050037597172,Liquor,750ml,12,DISARONNO INTERNATIONAL LLC,Southern Wine & Spirits,,All,221.99,0,222,18.499166666666667,23.99,,221.99,221.99,SWS Southern Glazer's Wine & Spirits of MN050037597172,481996,18.499166666666667,221.99,
Tijuana Sweet Heat Tequila,88004021474,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,154.15,,153,12.845833333333333,16.99,,153,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004021474",9220121,12.845833333333333,154.15,0.24391799097508332
Tijuana Sweet Heat Tequila,88004020972,Liquor,50 ml,120,SAZERAC,Breakthru Beverage, ,All,80.95,,79.8,0.6745833333333333,0.99,,79.8,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004020972",9220123,0.6745833333333333,80.95,0.3186026936026936
Tim Smiths Climax Fire Chief,019962288043,Liquor,750 ml,6,PROST BEVERAGE CO LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN019962288043,397842,0,0,
Tim Smith's Climax Wood Fired,019962288142,Liquor,750 ml,6,PROST BEVERAGE CO LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN019962288142,433824,0,0,
TOM OF FINLAND VODKA ORG 80,6430043095031,Liquor,750ml,6,WOLF SPIRIT LLC/MHW LTD,Southern Wine & Spirits,,All,161.5,0,167,26.916666666666668,35.99,,161.5,161.5,SWS Southern Glazer's Wine & Spirits of MN6430043095031,931209,26.916666666666668,161.5,
Tomintoul 16 Year,793049750202,Liquor,750 ml,12,ROYAL WINE CORPORATION,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN793049750202,7992,0,0,
Torres Brandy Hors.D'Age 20,088586006562,Liquor,750 ml,6,MIGUEL TORRES/PARK STREET IMPO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088586006562,397836,0,0,
Torres Hors d' Age,012086942518,Liquor,750 ml,6,MIGUEL TORRES/PARK STREET IMPO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN012086942518,397836,0,0,
Torres Jaime 1 Brandy,012086942617,Liquor,750 ml,6,MIGUEL TORRES/PARK STREET IMPO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN012086942617,77369,0,0,
Torres Orange Liqueur,088586006586,Liquor,750 ml,12,MIGUEL TORRES/PARK STREET IMPO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088586006586,25557,0,0,
Toschi Fragoli,27484310692,Liquor,750ml,6,TOTAL BEVERAGE SOLUTION,Breakthru Beverage, ,All,211.15,,210,35.19166666666667,45.99,,210,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC27484310692",9075555,35.19166666666667,211.15,0.23479741972892654
Toschi Lemoncello,027484201174,Liquor,750 ml,12,TOTAL BEVERAGE SOLUTIONS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN027484201174,390697,0,0,
Toschi Lemoncello,27484201174,Liquor,750ml,12,TOTAL BEVERAGE SOLUTION,Breakthru Beverage, ,All,226.15,,225,18.845833333333335,23.99,,225,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC27484201174",9025459,18.845833333333335,226.15,0.21442962345421693
