Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Phillips Rootbeer Schnapps 375ml,Schnapps,Phillips Wine & Spirits - St. Paul,12,0.2,64.3,5.4,8.99,,40,Case 1,0,6,Woodbury:12
Phillips Root 100 375ml,Schnapps,Phillips Wine & Spirits - St. Paul,14,0.2,90.0,5.65,11.99,,53,Case 1,0,5,St. Louis Park:2;Chanhassen:4;Stillwater:8
Dekuyper Kirschwasser 750ml,Brandy,Southern Glazer's Wine & Spirits of MN,8,0.2,46.8,10.29,13.79,11.95,25,,1,1,Chanhassen:3;Ramsey:5
Chicago Distilling Blind Tiger Bourbon 750ml,Whisky/Whiskey,"Grape Beginnings, Inc.",7,0.2,40.9,31.0,41.99,,26,,1,1,Stillwater:2;Woodbury:5
High Noon Lime Tequila 8pk 12oz can,Pre-Mix,Johnson Brothers - St. Paul,14,0.2,81.8,18.37,29.99,24.96,39,Deep Net,1,1,Minneapolis:14
Dekuyper C D Cocoa White 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,64,0.2,316.5,7.97,13.79,11.96,42,,1,2,Minnetonka:7;Chanhassen:10;Plymouth:11;Blaine:12;St. Louis Park:12;Stillwater:12
Pernod Anise 750ml,Cordials,"Breakthru Beverage Minnesota Wine & Spirits, LLC",10,0.2,58.4,24.82,31.99,,22,,1,1,Rosemount:1;Blaine:2;Chanhassen:7
High West Double Rye TTL Barrel Pick 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,3,0.2,17.5,42.13,65.99,54.96,36,39 case allocation,1,1,St. Louis Park:1;Minnetonka:2
Broker's Gin Liter,Gin,Southern Glazer's Wine & Spirits of MN,1,0.2,4.9,15.55,33.49,27.96,54,,1,2,Woodbury:1
Brother Justus Silver Whiskey 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",23,0.2,113.7,30.19,47.99,39.96,37,3cs purchase in a month,1,2,Chanhassen:1;Roseville:1;Cottage Grove:3;Minneapolis:4;Minnetonka:6;Andover:8
Brovo Chocolate Liqueur 750ml,Cordials,"Grape Beginnings, Inc.",6,0.2,35.1,28.0,37.99,,26,,1,1,Ramsey:2;Plymouth:4
Dekuyper Sour Apple Pucker Liter,Schnapps,Southern Glazer's Wine & Spirits of MN,9,0.2,49.3,6.73,13.79,11.96,51,,1,2,Stillwater:9
Dewar's 18 Yr Scotch 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,0,0.2,0.0,63.6,95.99,79.96,34,,1,1,
Crown Royal Vanilla 50ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,39,0.2,208.9,1.19,3.99,,70,1 on 15,0,6,Stillwater:39
Panther Distillery Minneapolis 14 7 year 750ml,,,3,0.2,17.5,24.88,33.99,,27,,1,1,Andover:3
J. Carver Grimm Farm Gin 750ml,Gin,The Wine Company,1,0.2,5.8,19.86,35.99,,45,,1,1,Vadnais Heights:1
Pearse Lyon Irish Whiskey 7yr 750ml,Whisky/Whiskey,"Grape Beginnings, Inc.",8,0.2,39.6,30.25,39.99,33.86,24,,1,2,Minnetonka:8
Don Q Gold Rum Liter,Rum,Johnson Brothers - St. Paul,1,0.2,5.8,10.54,13.79,11.95,24,1 on 6,1,1,Plymouth:1
Panther Pike Street Bourbon 750ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,1,0.2,5.8,23.87,37.99,,37,,1,1,Ramsey:1
Patron El Alto 750ml,Agave,Southern Glazer's Wine & Spirits of MN,6,0.2,29.7,98.13,155.99,129.96,37,,1,2,Plymouth:2;Roseville:4
Montanya Rum Oro 750ml,Rum,"Vinocopia, Inc",13,0.2,64.3,8.0,8.99,8.86,11,,1,2,Osseo:13
Myers's Dark Rum Liter,Rum,Bellboy Corporation,19,0.2,111.0,18.65,24.99,10.47,25,"3cs, one store",1,1,Cottage Grove:8;Blaine:11
New Amsterdam Lemon 750ml,Vodka,Johnson Brothers - St. Paul,10,0.2,58.4,9.09,13.99,,35,,1,1,Minnetonka:10
New Amsterdam London Dry Gin 750ml,Gin,Johnson Brothers - St. Paul,7,0.2,40.9,12.09,15.99,,24,,1,1,Minnetonka:7
Paul Sutton Bourbon Vikings LTD 750ml,Whisky/Whiskey,"Vinocopia, Inc",8,0.2,34.3,60.38,92.99,77.96,35,,1,3,Chanhassen:2;Minneapolis:2;Minnetonka:2;Osseo:2
J. Carver Lake House Vodka 750ml,Vodka,The Wine Company,1,0.2,5.8,21.89,33.99,,36,,1,1,Cottage Grove:1
Tattersall Bitter Orange 750ml,Cordials,Phillips Wine & Spirits - St. Paul,8,0.2,46.8,20.43,34.99,,42,Case 1,1,1,Chanhassen:1;Woodbury:1;Andover:2;Rosemount:4
Tattersall Blueberry 750ml,Cordials,Phillips Wine & Spirits - St. Paul,5,0.2,29.2,22.68,35.99,,37,Case 1,1,1,Andover:2;Chanhassen:3
Tattersall Darkness Rum/BBN BBL Finish 750ml,Rum,Phillips Wine & Spirits - St. Paul,1,0.2,5.8,26.25,37.74,14.97,30,,1,1,Chanhassen:1
Tattersall Gin 750ml,Gin,Phillips Wine & Spirits - St. Paul,0,0.2,0.0,20.43,33.49,27.96,39,Case 1,1,2,
Tattersall Sour Cherry 750ml,Cordials,Phillips Wine & Spirits - St. Paul,18,0.2,77.1,22.68,35.99,,37,Case 1,1,3,Minneapolis:2;Ramsey:2;Blaine:4;Osseo:10
Condesa Clasica Gin 750ml,Gin,The Wine Company,2,0.2,11.7,30.18,47.99,39.96,37,,1,1,Blaine:2
Copper & Cask Small Batch #12 750ml,Whisky/Whiskey,Bellboy Corporation,1,0.2,4.3,35.5,63.99,52.96,45,,1,3,Roseville:1
Ten to One White Rum 750ml,Rum,"Grape Beginnings, Inc.",0,0.2,0.0,22.12,35.49,29.96,38,,1,1,
Barrell Craft Private Release 750ml,Whisky/Whiskey,"Maverick Beverage Co., LLC - MN",7,0.2,40.9,75.13,119.99,,37,,1,1,Cottage Grove:1;Plymouth:1;St. Louis Park:2;Vadnais Heights:3
Laphroaig 10 Yr Sherry Cask Scotch 750ml,Whisky/Whiskey,Bellboy Corporation,10,0.2,58.4,66.0,107.99,89.96,39,,1,1,Andover:1;Roseville:2;St. Louis Park:2;Blaine:5
Elijah Craig Bourbon Private Barrel 750ml,Bourbon,Southern Glazer's Wine & Spirits of MN,25,0.2,114.8,63.75,107.99,89.96,41,,0,7,Andover:1;Blaine:1;Chanhassen:5;St. Louis Park:5;Rosemount:6;Minneapolis:7
Tia Maria 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,5,0.2,29.2,19.25,30.99,,38,,1,1,Rosemount:2;Cottage Grove:3
AG Perino Vermouth Dry Classico 750ml,Vermouth,Southern Glazer's Wine & Spirits of MN,8,0.2,46.8,6.73,6.99,6.86,4,,1,1,Minnetonka:8
Aberlour Highland 12 Yr 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,3,0.2,17.5,47.67,65.99,54.96,28,,1,1,Minnetonka:3
Dampfwerk Barreled Gin 750ml,Gin,The Wine Company,2,0.2,11.7,34.25,49.99,,31,,1,1,Minnetonka:1;Osseo:1
Dampfwerk Helgolander Herbal Liqueur 375ml,Cordials,The Wine Company,9,0.2,52.6,21.46,30.99,,31,,1,1,Woodbury:1;Andover:4;Chanhassen:4
El Chapu Mezcal Cuishe 750ml,Agave,"Tradition Wine & Spirits, LLC",1,0.2,5.8,62.67,95.99,79.96,35,,1,1,Woodbury:1
The Dalmore Sherry Cask 12YR 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,7,0.2,40.9,67.68,113.99,94.96,41,,1,1,Chanhassen:1;St. Louis Park:2;Plymouth:4
Clermont Steep American Single Malt 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,16,0.2,79.1,38.7,65.99,44.95,41,,1,2,Plymouth:1;Andover:3;Osseo:3;Rosemount:4;St. Louis Park:5
Cocktail Courier Can Margarita  1.75L,Pre-Mix,"Maverick Beverage Co., LLC - MN",0,0.2,0.0,18.29,33.99,,46,,1,3,
Leroux Ginger Brandy Liter,Brandy,"Breakthru Beverage Minnesota Wine & Spirits, LLC",5,0.2,24.7,10.04,13.79,11.95,27,,1,2,Cottage Grove:5
Letherbee Vernal Gin 750ml,Gin,"Tradition Wine & Spirits, LLC",57,0.2,244.3,25.5,39.99,19.86,36,,1,3,Andover:1;Plymouth:7;Woodbury:14;Chanhassen:17;Blaine:18
Liber & Co Passionfruit  375ml,,Am Craft Spirits,0,0.2,0.0,13.5,23.99,17.96,44,,0,5,
Codigo 1530 Rosa Tequila 750ml,Agave,"Vinocopia, Inc",0,0.2,0.0,41.44,57.99,48.86,29,M&M 5 Cases Receive 1 Case Blanco NC,1,1,
TCRL Fiji 750ml,Rum,Libation Project,12,0.2,77.1,44.0,58.99,48.95,25,,0,5,Andover:2;Roseville:2;Chanhassen:4;Woodbury:4
TCRL Panama 750ml,Rum,Libation Project,8,0.2,51.4,44.85,59.99,49.95,25,,0,5,Blaine:1;Rosemount:3;Chanhassen:4
Tattersall Aquavit 750ml,Cordials,Phillips Wine & Spirits - St. Paul,3,0.2,17.5,20.43,30.49,10.93,33,Case 1,1,1,Chanhassen:3
Exclusiv Vodca Liter,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",2,0.2,9.9,9.15,14.99,,39,,1,2,Andover:2
Admiral Nelson's Cherry Spiced Liter,Rum,Southern Glazer's Wine & Spirits of MN,19,0.2,94.0,6.82,11.49,9.96,41,,1,2,Plymouth:3;Woodbury:16
Agassiz King of Lakes Premium 1L/ D,Accessories,Discontinued,8,0.2,46.8,14.99,18.99,,21,,1,1,Stillwater:8
Tanqueray Sevilla Orange Gin Liter,Gin,Johnson Brothers - St. Paul,0,0.2,0.0,19.68,30.49,25.96,35,Case 1 Must hit 6 cs within month,1,1,
Domaine De Canton 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,9,0.2,52.6,32.19,26.99,22.96,-19,,1,1,St. Louis Park:2;Andover:3;Stillwater:4
Don Alberto Anejo Tequila 750ml,Agave,"Tradition Wine & Spirits, LLC",4,0.2,23.4,63.0,101.99,84.96,38,,1,1,Andover:4
Canadian Club Classic 12yr 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,4,0.2,19.8,15.07,19.99,,25,,1,2,Plymouth:4
Tattersall Absinthe 750ml,Cordials,Phillips Wine & Spirits - St. Paul,11,0.2,64.3,28.9,49.99,,42,,1,1,Woodbury:3;Andover:4;St. Louis Park:4
Absolut Watermelon Liter,Vodka,Southern Glazer's Wine & Spirits of MN,1,0.2,4.9,13.17,24.99,21.96,47,,1,2,Minnetonka:1
Western Son Lime Liter,Vodka,Johnson Brothers - St. Paul,1,0.2,4.9,9.93,15.99,13.46,38,Net Down Case Price,1,2,Roseville:1
Western Son Peach Liter,Vodka,Johnson Brothers - St. Paul,0,0.2,0.0,9.93,15.99,13.46,38,Net Down Case Price,1,1,
Western Son Watermelon Liter,Vodka,Bellboy Corporation,9,0.2,44.5,9.93,15.99,13.46,38,Net Down Case Price,1,2,Stillwater:2;Plymouth:7
45th Parallel New Richmond Rye Whiskey 750ml,Whisky/Whiskey,"Vinocopia, Inc",10,0.2,64.3,35.92,53.99,44.96,33,Net Down Pricing,0,5,Blaine:2;Stillwater:2;St. Louis Park:6
Wheel Horse Bourbon Beer Finish 750ml,Bourbon,Bellboy Corporation,5,0.2,29.2,21.67,36.99,30.96,41,,1,1,Woodbury:5
Drink Wisconsinbly Orange RTD 12oz 4pk Cans,,"Vinocopia, Inc",13,0.2,64.3,10.0,15.99,13.96,37,Net Down Pricing,1,2,Rosemount:2;Cottage Grove:5;Woodbury:6
Drumshanbo Sardinian Citrus Gin 750ml,Gin,"Vinocopia, Inc",17,0.2,91.1,31.08,47.99,39.96,35,Net Down Pricing,0,6,Rosemount:2;Roseville:4;Bloomington:5;Blaine:6
King's County Blended Bourbon 750ml,Whisky/Whiskey,Libation Project,3,0.2,17.5,38.5,59.99,49.96,36,Case 1,1,1,Minnetonka:1;Vadnais Heights:2
El Mayor Anejo 750ml,Agave,"Vinocopia, Inc",4,0.2,21.4,25.04,41.99,34.96,40,,0,6,Blaine:2;St. Louis Park:2
Wild Turkey 81 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,11,0.2,64.3,13.1,25.99,21.96,50,,1,1,Bloomington:11
Xante 750ml,Cordials,,1,0.2,5.8,,23.99,19.95,,,1,1,Chanhassen:1
Driftless Glen Rye Whiskey 750ml/ D,Accessories,Discontinued,11,0.2,64.3,16.13,41.99,,62,,1,1,Stillwater:11
10000 Drops Dem Apples Rum 750ml,Rum,"New France Wine Co, Inc",23,0.2,134.4,19.5,29.99,25.96,35,,1,1,Blaine:5;Roseville:6;St. Louis Park:6;Woodbury:6
1800 Ult Margarita Wild Berry 1.75L,Pre-Mix,Johnson Brothers - St. Paul,0,0.2,0.0,13.1,20.99,17.96,38,Case 1 Pricing,0,5,
Woody Creek Vodka 750ml,Vodka,"Maverick Beverage Co., LLC - MN",6,0.2,32.1,16.61,27.99,23.96,41,1 on 10 m/m week solid,0,6,Bloomington:6
Woody Creek Mary's Select Gin 750ml,Gin,"Maverick Beverage Co., LLC - MN",6,0.2,32.1,18.45,30.99,26.96,40,1 on 10 m/m week solid,0,6,Bloomington:6
1876 Straight Bourbon 750ml,Whisky/Whiskey,"Vinocopia, Inc",7,0.2,40.9,21.29,35.49,29.96,40,Special Pricing,1,1,Chanhassen:3;St. Louis Park:4
Kings Falcon Sherry Cask Scotch 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,2,0.2,11.7,25.5,32.99,,23,,1,1,Blaine:2
Dapper Baron's Creme de Cacao 750ml,Cordials,"Maverick Beverage Co., LLC - MN",0,0.2,0.0,20.25,26.99,,25,,1,1,
Komos Anejo Cristalino 750ml,Agave,Johnson Brothers - St. Paul,0,0.2,0.0,97.68,155.99,129.96,37,,1,1,
Truly Wild Berry Vodka 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,10,0.2,42.9,16.18,23.99,19.96,33,,1,3,Rosemount:2;St. Louis Park:3;Osseo:5
Tuaca 375ml,Cordials,"Breakthru Beverage Minnesota Wine & Spirits, LLC",1,0.2,4.9,8.05,13.99,,42,,1,2,Chanhassen:1
Tullamore Dew Irish Whiskey 50ml,Whisky/Whiskey,Discontinued,95,0.2,469.8,1.5,2.99,,50,,1,2,Ramsey:95
Tumbler & Rocks El Marg 375ml/ D,Accessories,Discontinued,13,0.2,76.0,9.33,10.99,9.86,15,,1,1,Stillwater:13
Tumbler & Rocks Espresso Martini 375ml/ D,Accessories,Discontinued,15,0.2,87.7,9.33,10.99,9.86,15,,1,1,Stillwater:15
Tumbler & Rocks Old Rashioned 375ml/ D,Accessories,Discontinued,0,0.2,0.0,8.79,12.99,,32,,1,3,
Western Son Lemon Liter,Vodka,Johnson Brothers - St. Paul,5,0.2,21.4,9.93,15.99,13.46,38,Net Down Case Price,1,3,Plymouth:5
Valentine Mayor Pingree Red Label 750ml,Whisky/Whiskey,,0,0.2,0.0,36.33,47.99,39.95,24,,1,2,
Villon Cognac Liqueur 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,9,0.2,52.6,28.18,39.99,,30,Case 1,1,1,Blaine:1;Plymouth:1;Andover:2;Woodbury:2;St. Louis Park:3
Virginia Distilling American Single Malt Blue Ridge 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",17,0.2,99.4,21.77,46.99,39.96,54,,1,1,Minnetonka:2;Blaine:5;Plymouth:5;Woodbury:5
Weber Ranch Vodka 750ml,Vodka,Southern Glazer's Wine & Spirits of MN,21,0.2,122.7,21.07,35.49,29.96,41,,1,1,St. Louis Park:2;Andover:5;Blaine:7;Roseville:7
Coquerel Calvados Fine  750ml,Brandy,"Grape Beginnings, Inc.",2,0.2,10.7,22.17,38.99,32.96,43,,0,6,Ramsey:2
Corazon Tequila Reposado Weller Finish Barrel 750ml,Agave,"Breakthru Beverage Minnesota Wine & Spirits, LLC",5,0.2,29.2,30.0,46.99,39.96,36,,1,1,Minneapolis:5
Corzo Anejo Tequila 750ml,Agave,Southern Glazer's Wine & Spirits of MN,2,0.2,11.7,46.5,77.99,64.96,40,,1,1,Minnetonka:2
Kinky Green 750ml,Cordials,Johnson Brothers - St. Paul,11,0.2,70.7,10.42,18.99,15.96,45,1 free case on 4,0,5,Chanhassen:2;Minnetonka:2;Blaine:7
Uncle Nearest 1856 Whiskey Premium Aged 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",6,0.2,29.7,45.19,69.99,57.96,35,3 case deal on one invoice,1,2,Minnetonka:1;Blaine:5
Zing Zang RTD Blazing Bloody Mary 4pk 12oz can,Pre-Mix,Phillips Wine & Spirits - St. Paul,3,0.2,12.9,9.33,16.99,12.96,45,1 BMM 1.75 free on 10 mix & match,1,3,Bloomington:3
Rutte Celery Gin 750ml,Gin,"Breakthru Beverage Minnesota Wine & Spirits, LLC",0,0.2,0.0,24.17,29.99,,19,,1,2,
S&C Home School Negroni 200ml,Pre-Mix,Johnson Brothers - St. Paul,5,0.2,24.7,22.21,29.99,,26,,1,2,Andover:2;Rosemount:3
Sagamore Rye 93 proof 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",2,0.2,11.7,30.0,47.49,39.96,37,,1,1,Stillwater:2
Santa Teresa Solera Rum 1796 750ml,Rum,Southern Glazer's Wine & Spirits of MN,3,0.2,17.5,37.49,48.99,40.86,23,,1,1,Minnetonka:3
Sauza 100 Anos Verde Reposado 750ml,Agave,Southern Glazer's Wine & Spirits of MN,3,0.2,14.8,12.07,13.99,12.86,14,,1,2,Plymouth:3
Sauza Hornitos Black Barrel 750ml,Agave,Southern Glazer's Wine & Spirits of MN,8,0.2,34.3,26.32,41.99,34.96,37,,1,3,Blaine:3;Chanhassen:5
Glenmorangie X 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,18,0.2,89.0,24.18,29.99,,19,Case 1,1,2,Stillwater:2;Plymouth:3;Ramsey:4;Rosemount:9
Fireball 100ml 6pk 100ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,66,0.2,282.9,1.23,11.49,9.96,89,9cs one invoice,1,3,St. Louis Park:3;Minnetonka:6;Plymouth:6;Ramsey:8;Chanhassen:14;Osseo:14;Stillwater:15
Jose Cuervo Devil's Reserve Tequila Liter,Agave,Johnson Brothers - St. Paul,9,0.2,38.6,16.5,22.99,18.96,28,,1,3,Minnetonka:9
Cantilever Juniperus Gin 750ml,Gin,"Vinocopia, Inc",2,0.2,11.7,22.75,37.99,31.96,40,Net Down Pricing,1,1,Minnetonka:1;Roseville:1
Gordons Vodka Liter,Vodka,Johnson Brothers - St. Paul,2,0.2,11.7,9.08,9.99,,9,Case 1,1,1,Plymouth:2
Gosling's Black Seal 750ml,Rum,Bellboy Corporation,5,0.2,32.1,15.75,23.99,19.96,34,,0,5,Blaine:1;Bloomington:4
Balblair 15yr 750ml,Whisky/Whiskey,"Vinocopia, Inc",5,0.2,29.2,90.46,131.99,109.96,31,,1,1,Plymouth:2;Minnetonka:3
Ghost Tequila Blanco 750ml,Agave,Bellboy Corporation,0,0.2,0.0,24.75,45.99,37.96,46,,1,1,
Gin Lane 1751 Violet 750ml/ D,Accessories,Discontinued,4,0.2,23.4,32.65,42.99,35.86,24,,1,1,Stillwater:4
Bailey's Deliciously Light Irish Cream 750ml,Cordials,Phillips Wine & Spirits - St. Paul,1,0.2,4.3,19.09,29.99,25.96,36,Case 1 Must hit 16 cs within month,1,3,Ramsey:1
Captain Morgan Sliced Apple Liter,Rum,Phillips Wine & Spirits - St. Paul,19,0.2,94.0,13.12,21.99,,40,,1,2,Chanhassen:2;St. Louis Park:2;Ramsey:15
Mars Iwai 45 Whisky 750ml,Whisky/Whiskey,The Wine Company,15,0.2,80.4,25.79,41.99,34.96,39,,0,6,Roseville:1;Blaine:3;Bloomington:11
Mars Whisky Iwai 750ml,Whisky/Whiskey,The Wine Company,7,0.2,40.9,21.46,31.99,26.86,33,,1,1,Minnetonka:7
Martell VSOP Cognac 750ml,Brandy,Southern Glazer's Wine & Spirits of MN,2,0.2,11.7,35.31,44.99,,22,,1,1,Roseville:2
Deep Eddy Orange Vodka Liter,Vodka,Southern Glazer's Wine & Spirits of MN,2,0.2,9.9,14.52,23.99,19.96,39,,1,2,Chanhassen:2
Basil Hayden's 10 yr 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,2,0.2,9.9,60.13,89.99,74.96,33,,1,2,Blaine:1;St. Louis Park:1
Cihuatan Indigo 8yr Rum 750ml,Rum,"New France Wine Co, Inc",4,0.2,19.8,19.21,31.99,26.96,40,,1,2,Bloomington:4
Cihuatan Jade 4 yr Rum 750ml,Rum,"New France Wine Co, Inc",0,0.2,0.0,15.42,22.99,19.96,33,,1,3,
Rhum Barbancourt 3 Star 750ml,Rum,Bellboy Corporation,4,0.2,23.4,18.0,20.99,,14,,1,1,Osseo:4
Rum Chata Coconut Cream 750ml,Cordials,Johnson Brothers - St. Paul,2,0.2,9.9,17.76,25.99,21.96,32,DEEP NET,1,2,Chanhassen:2
Rondiaz Spiced Black Cherry 1.75L,Rum,Johnson Brothers - St. Paul,12,0.2,59.3,10.92,20.99,17.96,48,7 free Spiced 1.75 on 16 mix all 1.75,1,2,Osseo:2;Minnetonka:10
Rough Rider Rye Bull Moose 750ml,Whisky/Whiskey,,0,0.2,0.0,25.8,34.99,,26,,1,1,
Goslings Tropical Tonic Water,Mixes,"Vinocopia, Inc",18,0.2,96.4,5.17,8.99,7.96,42,Case 1,0,6,Chanhassen:2;Cottage Grove:2;Plymouth:2;Woodbury:2;Osseo:3;Vadnais Heights:3;Roseville:4
Gozio Amaretto 750ml,Cordials,"Vinocopia, Inc",9,0.2,38.6,28.04,45.99,37.96,39,Net Down Case 1 Pricing,1,3,Plymouth:1;Ramsey:1;Minnetonka:2;Blaine:5
Gran Coramino Reposado Tequila 375ml,Agave,Johnson Brothers - St. Paul,23,0.2,134.4,18.84,30.99,26.96,39,,1,1,Roseville:23
Grand Marnier Liqueur 200ml,Cordials,Bellboy Corporation,12,0.2,51.4,8.92,11.99,,26,,1,3,Minneapolis:12
Dimple Pinch 15 Yr 750ml,Whisky/Whiskey,Bellboy Corporation,10,0.2,58.4,23.08,29.99,,23,,1,1,Osseo:2;Roseville:8
Jim Beam Rye 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,34,0.2,168.1,12.56,22.99,,45,,1,2,Rosemount:1;Vadnais Heights:2;Ramsey:31
Rhum JM Blanc 750ml,Rum,"Maverick Beverage Co., LLC - MN",1,0.2,5.8,26.28,38.99,32.96,33,"1/2 on 5 m/m all Rhum JM, blanc as FG",1,1,Minnetonka:1
St Agrestis Amaro 750ml,Cordials,,1,0.2,5.8,30.0,38.99,32.86,23,,1,1,Minnetonka:1
St Agrestis Spritz Can 187ml,Pre-Mix,,1,0.2,5.8,1.98,4.99,,60,,1,1,Chanhassen:1
St Benevolence Clairin Rum 750ml,Rum,"Maverick Beverage Co., LLC - MN",5,0.2,29.2,22.75,29.24,9.47,22,,1,1,Chanhassen:2;Minnetonka:3
St. George Vodka 750ml,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",0,0.2,0.0,21.19,29.99,,29,3 case deal,1,1,
Auchentoshan 12 Yr Scotch 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,13,0.2,76.0,30.35,57.99,47.96,48,,1,1,Chanhassen:2;Minnetonka:11
Foundry Surly Furious Whiskey 750ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,12,0.2,77.1,45.18,59.99,,25,Case 1,0,5,St. Louis Park:1;Osseo:2;Vadnais Heights:2;Chanhassen:3;Plymouth:4
Aviation Gin 1.75L,Gin,Johnson Brothers - St. Paul,0,0.2,0.0,41.52,59.99,49.95,31,,1,1,
BCN Gin Liter,Gin,"New France Wine Co, Inc",15,0.2,87.7,33.21,52.99,44.96,37,,1,1,Stillwater:4;Bloomington:11
Dashfire Bourbon Cold Brew 200ml,Pre-Mix,,0,0.2,0.0,4.0,5.99,,33,,1,1,
Kahlua RTD Mudslide 1.75L,Pre-Mix,Southern Glazer's Wine & Spirits of MN,1,0.2,6.4,4.16,17.99,,77,,0,5,Roseville:1
Karkov Vodka 750ml,Vodka,Johnson Brothers - St. Paul,9,0.2,41.3,4.57,9.99,7.96,54,Buy 15cs get 3cs Free,0,7,Roseville:2;Bloomington:7
Stranahan's Colorado Whiskey 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,4,0.2,19.8,32.43,59.99,49.96,46,Buy 3cs get 1cs Blue Peak Free,1,2,Blaine:2;Bloomington:2
Cointreau Liter,Cordials,Bellboy Corporation,0,0.2,0.0,32.17,45.99,,30,,1,2,
Flor de Azar Triple Sec 750ml,Cordials,"Bourget Imports, LLC",6,0.2,25.7,28.29,41.49,35.96,32,,1,3,Minnetonka:2;St. Louis Park:4
Flying Dutchman Vodka 750ml,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9,0.2,44.5,13.65,27.99,,51,,1,2,Stillwater:2;Osseo:3;Ramsey:4
Arrow Kirsch 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,4,0.2,18.4,8.57,14.99,12.96,43,,0,7,Bloomington:4
Angel's Envy Triple Oak Bourbon 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,5,0.2,24.7,49.15,89.99,74.96,45,,1,2,Bloomington:5
Longrow Peated Cask Strength 700ml,Whisky/Whiskey,"New France Wine Co, Inc",0,0.2,0.0,82.08,119.99,101.96,32,Allocated,1,3,
GE Massenez Creme de Mure 375ml,Cordials,The Wine Company,3,0.2,17.5,13.29,17.99,,26,,1,1,Chanhassen:1;Osseo:2
Galliano 375ml,Cordials,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9,0.2,38.6,15.1,19.99,,24,,1,3,Woodbury:4;Andover:5
Bushmills Red Bush 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,15,0.2,87.7,18.12,26.99,,33,,1,1,Plymouth:5;Rosemount:10
Luxardo Espresso Decaf Liqueur 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,0,0.2,0.0,,34.96,29.96,,,1,1,
George Dickel Bottled in Bond 13yr 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,16,0.2,68.6,37.59,53.99,44.96,30,Case 1,1,3,Ramsey:1;St. Louis Park:1;Cottage Grove:6;Andover:8
Bacardi Mango Chile Rum 1.75L,Rum,Southern Glazer's Wine & Spirits of MN,38,0.2,162.9,17.29,23.99,19.95,28,,1,3,Vadnais Heights:2;Andover:3;Woodbury:3;Osseo:5;Blaine:6;Ramsey:9;Minnetonka:10
Bacardi Raspberry Rum 1.75L,Rum,Southern Glazer's Wine & Spirits of MN,6,0.2,25.7,17.29,25.99,21.96,33,,1,3,Andover:3;Minnetonka:3
Smirnoff Peach Lemonade 1.75L,Vodka,Johnson Brothers - St. Paul,1,0.2,4.3,15.96,21.99,,27,,1,3,Roseville:1
Sqrrl Peanut Butter Whiskey 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,11,0.2,54.4,14.42,20.99,17.96,31,,1,2,Chanhassen:3;Minnetonka:4;Osseo:4
Smoke Wagon Whiskey Desert Colt Bourbon 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,5,0.2,24.7,30.07,48.99,40.96,39,,1,2,St. Louis Park:1;Andover:2;Chanhassen:2
