Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail Calc,Club Override,GM%,Buy Month Invoice,Effective Date,Notes,Non-Buy Month Invoice,Reorder Point,Item Number,Net Case EO,Net Cs EO/Unit,Retail Override,Avg Retail,Avg Club,Markup,Buy Months,Case 1 on Spirits Tab,Buy Month Invoice on Spirits Tab,Net Case on Spirits Tab,Diff b/w Case 1,Diff b/w Net Case,Diff Item Number,Units On Hand Across Chain,Netsuite Name,Color
AMARULA CREAM LIQ 34,083300048729,Liquor,750ml,12,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits,,ALL,19.566666666666666,234.8,264,28.99,26.96,0.2742334322453017,234,2026-05-01 00:00:00,,234,,200753,234.8,19.566666666666666,31.99,27.99,25.96,0.3,,,,,,,,42,Southern Glazer's Wine & Spirits of MN,
AMARULA VANILLA SPICE CREAM LIQ 31,763878002476,Liquor,750ml,12,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits, ,ALL,21.150000000000002,253.8,264,28.99,29.96,0.2940587449933244,253,2026-05-01 00:00:00,,253,,540920,253.8,21.150000000000002,35.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
Angostura 1919 Rum,075496667501,Liquor,750ml,6,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits, ,ALL,37.63333333333333,225.8,230,49.99,52.96,0.28940080563947634,225,2026-05-01 00:00:00,,225,,417385,225.8,37.63333333333333,63.99,49.99,0,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
BALLANTINE SCOTCH FINEST 80,089540352817,Liquor,1.75L,6,SAZERAC COMPANY INC,Southern Wine & Spirits, ,ALL,19.383333333333333,116.3,115.5,24.99,26.96,0.2810336300692384,115.5,2026-05-01 00:00:00,,115.5,,9786,116.3,19.383333333333333,31.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
BARTON VODKA 80,080660472638,Liquor,Liter,12,SAZERAC COMPANY INC,Southern Wine & Spirits, ,ALL,6.108333333333333,73.3,78,7.99,8.96,0.3182663690476191,72.5,2026-05-01 00:00:00,,72.5,,15206,73.3,6.108333333333333,10.99,9.99,8.96,0.3,,,,,,,,12,Southern Glazer's Wine & Spirits of MN,
BETTY BOOZE SPARK BBN APP GING SOUR CHERRY 6/4PK CAN,860009643130,Liquor,355ML,6,BETTY BOOZE/PARK STREET IMPORTS,Southern Wine & Spirits, ,ALL,8.383333333333333,50.3,81,17.99,11.96,0.29905239687848395,49.5,2026-05-01 00:00:00,,76.5,,626510,50.3,8.383333333333333,13.99,17.99,15.96,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
BETTY BOOZE SPARK TEQ LIME SHISO 6/4PK CAN,860009643147,Liquor,355ML,6,BETTY BOOZE/PARK STREET IMPORTS,Southern Wine & Spirits, ,ALL,8.383333333333333,50.3,81,17.99,11.96,0.29905239687848395,49.5,2026-05-01 00:00:00,,76.5,,626501,50.3,8.383333333333333,13.99,17.99,15.96,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
Betty Booze Sparking Tequila Oak Smoked Lemonade 4pk,860009643154,Liquor,4pk 12oz can,6,BETTY BOOZE/PARK STREET IMPORTS,Southern Wine & Spirits, ,ALL,8.383333333333333,50.3,81,17.99,11.96,0.29905239687848395,49.5,2026-05-01 00:00:00,,76.5,,626511,50.3,8.383333333333333,13.99,17.99,15.96,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
Betty Booze Sparkling Bourbon Oak Smoked Lemonade 4pk,860010299302,Liquor,4pk 12oz can,6,BETTY BOOZE/PARK STREET IMPORTS,Southern Wine & Spirits, ,ALL,8.383333333333333,50.3,81,17.99,11.96,0.29905239687848395,49.5,2026-05-01 00:00:00,,76.5,,626514,50.3,8.383333333333333,13.99,18.99,15.96,0.3,,,,,,,,7,Southern Glazer's Wine & Spirits of MN,
Betty Booze Sparkling Tequila Smoky Pineapple,860010299333,Liquor,4pk 12oz can,6,BETTY BOOZE/PARK STREET IMPORTS,Southern Wine & Spirits, ,ALL,8.383333333333333,50.3,81,17.99,11.96,0.29905239687848395,49.5,2026-05-01 00:00:00,,76.5,,626516,50.3,8.383333333333333,13.99,18.99,15.96,0.3,,,,,,,,12,Southern Glazer's Wine & Spirits of MN,
Betty Booze Sparkling Tequila Variety Pack 6pk,860010299357,Liquor,6pk 12oz can,4,ROUND 2 SPIRITS LLC,Southern Wine & Spirits, ,ALL,12.575,50.3,81,25.99,17.96,0.2998329621380847,49.5,2026-05-01 00:00:00,,76.5,,626623,50.3,12.575,21.99,26.99,22.96,0.3,,,,,,,,5,Southern Glazer's Wine & Spirits of MN,
BLACK IRISH IRISH CREAM 34,87752029084,Liquor,750ml,12,ROYAL WINE CORPORATION,Southern Wine & Spirits, ,ALL,17.316666666666666,207.8,254,27.99,23.96,0.27726766833611577,207,2026-05-01 00:00:00,,252,,516087,207.8,17.316666666666666,28.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
BLACK IRISH IRISH CREAM CARMEL 34,87752029145,Liquor,750ml,12,ROYAL WINE CORPORATION,Southern Wine & Spirits, ,ALL,17.316666666666666,207.8,254,27.99,23.96,0.27726766833611577,207,2026-05-01 00:00:00,,252,,516088,207.8,17.316666666666666,28.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
BLACK IRISH IRISH CREAM WHT CHOC34,87752029114,Liquor,750ml,12,ROYAL WINE CORPORATION,Southern Wine & Spirits, ,ALL,17.316666666666666,207.8,254,27.99,23.96,0.27726766833611577,207,2026-05-01 00:00:00,,252,,516090,207.8,17.316666666666666,28.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
BUNNAHABHAIN SCO SMALT 12YR 92.6,758371130818,Liquor,750ml,6,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits, ,ALL,60.13333333333333,360.8,375,80.99,83.96,0.28378592980784495,360,2026-05-01 00:00:00,,360,,306422,360.8,60.13333333333333,100.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CASTILLO RUM GOLD 80,080480075309,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,ALL,7.733333333333333,92.8,97,10.99,10.96,0.29440389294403896,92,2026-05-01 00:00:00,,92,,28765,92.8,7.733333333333333,12.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CASTILLO RUM GOLD 80 PET,080480075200,Liquor,1.75L,6,BACARDI USA INC,Southern Wine & Spirits,,ALL,15.126666666666665,90.75999999999999,92.21,19.99,20.96,0.27830788804071255,89.96,2026-05-01 00:00:00,,89.96,,470742,90.75999999999999,15.126666666666665,24.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CASTILLO RUM SILVER 80,080480065300,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,ALL,7.733333333333333,92.8,97,10.99,10.96,0.29440389294403896,92,2026-05-01 00:00:00,,92,,28768,92.8,7.733333333333333,12.99,11.49,9.96,0.3,,,,,,,,49,Southern Glazer's Wine & Spirits of MN,
CASTILLO RUM SILVER 80 PET,080480065201,Liquor,1.75L,6,BACARDI USA INC,Southern Wine & Spirits,,ALL,15.126666666666665,90.75999999999999,92.21,19.99,20.96,0.27830788804071255,89.96,2026-05-01 00:00:00,,89.96,,470750,90.75999999999999,15.126666666666665,24.99,19.99,0,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
CHICA CHIDA AGAVE PEANUT BUT64 12P,791126147327,Liquor,50ml,120,CHICA CHIDA/MHW LTD,Southern Wine & Spirits, ,All,1,120,119.2,0.99,0.96,-0.041666666666666706,119.2,2026-05-01 00:00:00,,119.2,,655632,120,1,0.99,2.49,1.96,0.5,,,,,,,,441.4,Southern Glazer's Wine & Spirits of MN,
CHOPIN VOD POTATO BLACK 80,852935001153,Liquor,750ml,6,CHOPIN IMPORTS/MHW LTD,Southern Wine & Spirits,,JAN|MAR|MAY|JULY|AUG|OCT|DEC,22.633333333333336,135.8,152.5,32.99,31.96,0.2918231122236128,135,2026-05-01 00:00:00,,135,,482219,135.8,22.633333333333336,37.99,33.49,27.96,0.3,,,,,,,,14,Southern Glazer's Wine & Spirits of MN,
CHOPIN VODKA RYE RED 80,852935001085,Liquor,750ml,6,CHOPIN IMPORTS/MHW LTD,Southern Wine & Spirits,,JAN|MAR|MAY|JULY|AUG|OCT|DEC,22.633333333333336,135.8,152.5,32.99,31.96,0.2918231122236128,135,2026-05-01 00:00:00,,135,,935845,135.8,22.633333333333336,37.99,29.99,0,0.3,,,,,,,,6,Southern Glazer's Wine & Spirits of MN,
CHOPIN VODKA WHEAT 80,852935001221,Liquor,750ml,6,CHOPIN IMPORTS/MHW LTD,Southern Wine & Spirits,,JAN|MAR|MAY|JULY|AUG|OCT|DEC,22.633333333333336,135.8,152.5,32.99,31.96,0.2918231122236128,135,2026-05-01 00:00:00,,135,,935834,135.8,22.633333333333336,37.99,29.99,0,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
Dekuyper Blue Curacao Liter,080686316015,Liquor,Liter,12,,Southern Wine & Spirits,,ALL,8.4625,101.55,109.75,11.99,11.96,0.292433110367893,100.75,2026-05-01 00:00:00,,100.75,,157604,101.55,8.4625,13.99,13.99,11.96,0.3,,,,,,,,81,Southern Glazer's Wine & Spirits of MN,
DEKUYPER CREME DE COCOA WHITE 48,080686321033,Liquor,1L,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,8.4625,101.55,109.75,11.99,11.96,0.292433110367893,100.75,2026-05-01 00:00:00,,100.75,,229667,101.55,8.4625,13.99,13.79,11.96,0.3,,,,,,,,78,Southern Glazer's Wine & Spirits of MN,
Dorda Double Chocolate 750ml,852935001337,Liquor,750ml,6, ,Southern Wine & Spirits, ,ALL,20.383333333333333,122.3,135,28.99,28.96,0.2961556169429098,121.5,2026-05-01 00:00:00,,121.5,,10140,122.3,20.383333333333333,34.99,29.99,24.96,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
DORDA SEA SALT CARAMEL LIQ 36,852935001702,Liquor,750ml,6,CHOPIN IMPORTS/MHW LTD,Southern Wine & Spirits, ,ALL,20.383333333333333,122.3,135,28.99,28.96,0.2961556169429098,121.5,2026-05-01 00:00:00,,121.5,,895527,122.3,20.383333333333333,34.99,29.99,24.96,0.3,,,,,,,,12,Southern Glazer's Wine & Spirits of MN,
FLEISCHMANNS VODKA 80 PET,082928214356,Liquor,750ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits, ,ALL,4.566666666666666,54.8,68,6.99,5.96,0.23378076062639824,54,2026-05-01 00:00:00,,54,,21918,54.8,4.566666666666666,6.99,8.99,7.96,0.3,,,,,,,,78,Southern Glazer's Wine & Spirits of MN,
FLEISCHMANNS VODKA 80 PET,082928214318,Liquor,1.75L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,9.133333333333333,54.8,62,12.99,12.96,0.29526748971193423,54,2026-05-01 00:00:00,,54,,11132,54.8,9.133333333333333,15.99,15.99,13.96,0.3,,,,,,,,47,Southern Glazer's Wine & Spirits of MN,
GIN&JUICE CKTL A(PF/MLN/A/CIT)CN8P,850057569186,Liquor,355ML,3,DEFIANT ONES/PARK STREET IMPOR,Southern Wine & Spirits, ,JULY|AUG||OCT|DEC,12.863333333333332,38.589999999999996,76.5,32.99,17.96,0.28377876763177445,37.79,2026-05-01 00:00:00,,67.45,,619491,38.589999999999996,12.863333333333332,21.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
High West Bourbon 1.75L,086003267190,Liquor,1.75L,3,Constellation,Southern Wine & Spirits, ,ALL,84.24666666666667,252.74,293,126.99,117.96,0.2858030970950604,251.94,2026-05-01 00:00:00,,251.94,,534415,252.74,84.24666666666667,141.99,59.99,49.96,0.3,,,,,,,,34,Southern Glazer's Wine & Spirits of MN,
HIGH WEST CKTL OLD FASHIONED 86,086003267107,Liquor,750ml,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May|August|November,23.46666666666667,140.8,157.44,33.99,32.96,0.2880258899676375,140,2026-05-01 00:00:00,,157.43,,979485,140.8,23.46666666666667,39.99,31.99,25.96,0.3,,,,,,,,46,Southern Glazer's Wine & Spirits of MN,
High West Double Rye 1.75L,086003267206,Liquor,1.75L,6,CONSTELLATION BRANDS,Southern Wine & Spirits, ,ALL,42.123333333333335,252.74,293,62.99,58.96,0.28556083220262324,251.94,2026-05-01 00:00:00,,251.94,,534414,252.74,42.123333333333335,70.99,63.99,45.96,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
HIGH WEST MANHATTAN 750ML,086003267121,Liquor,750ml,6,CONSTELLATION BRANDS,Southern Wine & Spirits, ,February|May|August|November,23.46666666666667,140.8,157.44,33.99,32.96,0.2880258899676375,140,2026-05-01 00:00:00,,157.43,,979489,140.8,23.46666666666667,39.99,29.99,24.96,0.3,,,,,,,,25,Southern Glazer's Wine & Spirits of MN,
HIGH WEST WSKY DOUBLE RYE 92,854396005008,Liquor,750ml,6,CONSTELLATION BRANDS,Southern Wine & Spirits,,February|May|August|November,23.46666666666667,140.8,157.44,33.99,32.96,0.2880258899676375,140,2026-05-01 00:00:00,,157.43,,443185,140.8,23.46666666666667,39.99,31.99,25.96,0.3,,,,,,,,56,Southern Glazer's Wine & Spirits of MN,
HOCHSTADTERS SLOW&LOW ROCK&RYE 84,898804009004,Liquor,750ml,6,COOPER SPIRITS INTERNATIONAL,Southern Wine & Spirits, ,ALL,18.883333333333333,113.3,126,26.99,25.96,0.27259887005649724,112.5,2026-05-01 00:00:00,,112.5,,340086,113.3,18.883333333333333,30.99,26.99,22.96,0.3,,,,,,,,31,Southern Glazer's Wine & Spirits of MN,
HOCHSTADTERS SLOW&LOW ROCK&RYE CAN,898804009066,Liquor,100ML,24,COOPER SPIRITS INTERNATIONAL,Southern Wine & Spirits, ,ALL,3.6016666666666666,86.44,95.85,5.99,4.96,0.27385752688172044,85.64,2026-05-01 00:00:00,,85.64,,434704,86.44,3.6016666666666666,5.99,6.49,5.96,0.5,,,,,,,,117,Southern Glazer's Wine & Spirits of MN,
LUXARDO MARASCHINO 64,086891026237,Liquor,750ml,6,HOTALING & CO LLC DBA ANCHOR D,Southern Wine & Spirits, ,ALL,28.633333333333336,171.8,189,40.99,39.96,0.28345011678345006,171,2026-05-01 00:00:00,,171,,17257,171.8,28.633333333333336,47.99,41.99,34.96,0.3,,,,,,,,69,Southern Glazer's Wine & Spirits of MN,
MI CAMPO CKTL MANGO MULE 35.2,086003272040,Liquor,375ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits, ,ALL,6.066666666666666,72.8,120,14.99,7.96,0.23785594639866,72,2026-05-01 00:00:00,,72,,573290,72.8,6.066666666666666,9.99,14.99,12.96,0.5,,,,,,,,60,Southern Glazer's Wine & Spirits of MN,
MI CAMPO CKTL MARG SPICY JALAP45.6,086003272057,Liquor,375ML,12,CONSTELLATION BRANDS,Southern Wine & Spirits, ,ALL,6.066666666666666,72.8,120,14.99,7.96,0.23785594639866,72,2026-05-01 00:00:00,,72,,573288,72.8,6.066666666666666,9.99,14.99,12.96,0.5,,,,,,,,87,Southern Glazer's Wine & Spirits of MN,
MI CAMPO TEQ BLANCO 80,086003272033,Liquor,750ml,12,CONSTELLATION BRANDS,Southern Wine & Spirits, ,FEB|MAY|AUG|NOV,15.066666666666668,180.8,261,27.99,20.96,0.28117048346055973,234,2026-05-01 00:00:00,,234,,921563,180.8,15.066666666666668,24.99,23.99,19.96,0.3,,,,,,,,132,Southern Glazer's Wine & Spirits of MN,
MI CAMPO TEQ REPOSADO 80,086003272071,liquor,375 mL,12,Constellation,Southern Wine & Spirits,,All,4.216666666666666,50.599999999999994,117,12.99,5.96,0.29250559284116345,120,2026-05-01 00:00:00,,120,,586933,50.599999999999994,4.216666666666666,6.99,14.99,12.96,0.3,,,,,,,,48,Southern Glazer's Wine & Spirits of MN,
MI CAMPO TEQ REPOSADO 80,086003272019,Liquor,750ml,12,CONSTELLATION BRANDS,Southern Wine & Spirits, ,ALL,15.216666666666669,182.60000000000002,270,28.99,20.96,0.2740139949109414,252,2026-05-01 00:00:00,,252,,921560,182.60000000000002,15.216666666666669,24.99,23.99,19.96,0.3,,,,,,,,201,Southern Glazer's Wine & Spirits of MN,
MI CAMPO TEQ REPOSADO 80,086003272002,Liquor,Liter,6,CONSTELLATION BRANDS,Southern Wine & Spirits, ,ALL,20.133333333333333,120.8,144,30.99,27.96,0.27992370052455895,120,2026-05-01 00:00:00,,120,,921562,120.8,20.133333333333333,33.99,29.99,24.96,0.3,,,,,,,,58.0002,Southern Glazer's Wine & Spirits of MN,
MR BOSTON BRANDY FIVE STAR 80,089000003211,Liquor,1.75L,6,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,12.051666666666668,72.31,82,17.99,16.96,0.2894064465408805,71.51,2026-05-01 00:00:00,,71.51,,151747,72.31,12.051666666666668,19.99,18.99,15.96,0.3,,,,,,,,39,Southern Glazer's Wine & Spirits of MN,
MR BOSTON BRANDY FIVE STAR 80,089000013081,Liquor,Liter,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,7.1925,86.31,86.95,8.99,9.96,0.2778614457831326,85.51,2026-05-01 00:00:00,,85.51,,86215,86.31,7.1925,11.99,9.99,0,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
MR BOSTON TRIPLE SEC 30,089000018710,Liquor,Liter,12,SAZERAC COMPANY INC,Southern Wine & Spirits, ,ALL,5.316666666666666,63.8,63,6.99,6.96,0.23611111111111113,63,2026-05-01 00:00:00,,63,,86230,63.8,5.316666666666666,7.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
OCEAN VODKA 80 ROUND            HS,856695001057,Liquor,375ML,12,HAWAII SEA SPIRITS LLC,Southern Wine & Spirits, ,ALL,12.816666666666668,153.8,153,18.99,17.96,0.28637713437268,153,2026-05-01 00:00:00,,153,,372026,153.8,12.816666666666668,21.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
OCEAN VODKA 80 ROUND            HS,856695001002,Liquor,750ml,6,HAWAII SEA SPIRITS LLC,Southern Wine & Spirits, ,ALL,18.8,112.8,162.5,34.99,25.96,0.275808936825886,112,2026-05-01 00:00:00,,112,,372020,112.8,18.8,30.99,33.99,27.96,0.3,,,,,,,,2,Southern Glazer's Wine & Spirits of MN,
OLD ELK BBN BLENDED STRAIGHT 88,852045007014,Liquor,750ml,6,OLD ELK DISTILLERIES LLC,Southern Wine & Spirits, ,ALL,29.383333333333336,176.3,264,56.99,40.96,0.28263346354166663,175.5,2026-05-01 00:00:00,,249,,896681,176.3,29.383333333333336,48.99,59.99,49.96,0.3,,,,,,,,21,Southern Glazer's Wine & Spirits of MN,
PATRON TEQ SILVER 80,721733000234,Liquor,50ml,72,BACARDI USA INC,Southern Wine & Spirits, ,ALL,3.9812500000000006,286.65000000000003,299.82,5.99,5.96,0.33200503355704686,285.85,2026-05-01 00:00:00,,285.85,,565987,286.65000000000003,3.9812500000000006,6.99,6.99,0,0.5,,,,,,,,427,Southern Glazer's Wine & Spirits of MN,
RUSSELLS RSV BBN 10YR 90,721059957502,Liquor,750ml,6,CAMPARI AMERICA,Southern Wine & Spirits, ,ALL,32.37666666666667,194.26000000000002,202.5,43.99,44.96,0.27987841043890854,193.46,2026-05-01 00:00:00,,202.49,,323574,194.26000000000002,32.37666666666667,53.99,45.99,39.96,0.3,,,,,,,,42,Southern Glazer's Wine & Spirits of MN,
SIPSMITH LONDON DRY GIN 83.2,720815270039,Liquor,750ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits, ,ALL,22.633333333333336,135.8,150,32.99,31.96,0.2918231122236128,135,2026-05-01 00:00:00,,135,,408090,135.8,22.633333333333336,37.99,33.49,27.96,0.3,,,,,,,,11,Southern Glazer's Wine & Spirits of MN,
SIPSMITH LONDON DRY GIN VJOP 115.4,720815270138,Liquor,750ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits, ,ALL,34.63333333333333,207.8,220,47.99,47.96,0.2778704475952183,207,2026-05-01 00:00:00,,207,,408094,207.8,34.63333333333333,57.99,39.99,0,0.3,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
St Germain Elderflower Liqueur 750ml,080480007379,Liquor,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,FEB|MAY|JULY|SEPT|NOV,21.99,131.94,160.5,34.99,30.96,0.2897286821705427,131.14,2026-05-01 00:00:00,,131.14,,175921,131.94,21.99,36.99,35.49,29.96,0.3,,,,,,,,102,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS LIQ CRM BANANA 40,811559020360,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,971164,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS LIQ CRM BUTTER PECAN 40,811559022326,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,451459,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS LIQ CRM DARK CHOCOLAT40,811559021664,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,451457,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS LIQ CRM ELECTRIC OR 40,811559028762,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,952592,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS LIQ CRM STWBRY DREAM 40,811559020070,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,918528,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE BLUEBERRY MUFF 70,811559028946,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,432734,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE BUTTERSCOTCH 40,811559020063,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,364673,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE HAZELNUT RUM 80,811559026454,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,469353,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE M ROGERS PEACH 70,811559027338,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,381867,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE MAPLE BACON 70,811559026072,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,956601,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE P BUTTER&JELLY 70,811559027345,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,432732,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE PRE SHOW PUNCH 50,811559020087,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,935240,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE ROOT BEER 70,811559021169,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,411815,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE RYDER CUP LMNDE40,811559020513,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,994643,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE RYE APPLE 80,811559020025,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,409256,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SUGARLANDS SHINE TICKLES CINNAMN70,811559027321,Liquor,750ml,6,SUGARLANDS DISTILLING COMPANY,Southern Wine & Spirits,,ALL,14.508333333333333,87.05,109.5,23.99,19.96,0.2731295925183701,86.25,2026-05-01 00:00:00,,103.5,,381866,87.05,14.508333333333333,23.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
SVEDKA VOD CUCUMBER LIME 70,617768161371,Liquor,375ML,24,CONSTELLATION BRANDS,Southern Wine & Spirits,"1 on 4, free 80pf 375ml (200ml + 375ml mix)",ALL,3.2449999999999997,77.88,112.43,6.99,4.96,0.3457661290322581,96.35,2026-05-01 00:00:00,,104.5,,406436,77.88,3.2449999999999997,5.99,7.99,6.96,0.5,,,,,,,,0,Southern Glazer's Wine & Spirits of MN,
